state,city,rainfall,temperature,humidity
Jigawa,Tasha,464,27.3,"The month with the most relative humidity is August (76.88 %). The month with the least relative humidity is March (10.59 %).
The wettest month is August (20.50 days), while the driest is January (0.00)."
Jigawa,Warwade,676,26.4,"The month of highest relative humidity is August (79.63 %). The month with the lowest relative humidity is March (14.15 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (24.07 days)."
Jigawa,Wuntsila,499,26.8,"The month that sees the most relative humidity is August (11.85 %). The month with the lowest amount of relative humidity is March (11.85 %).
The wettest month is August (21.53 days), whilst the driest is January (0.00)."
Jigawa,Yarma,762,26.3,"The month with the highest relative humidity is August (80.52 %). The month with the lowest relative humidity is March (13.98 percent).
The month with the most rainy days is August (25.03 days). The month with the fewest rainy days is January (0.00 days)."
Jigawa,Zazabo,402,28,"The month of highest relative humidity is August (75.66 %). The month with the lowest relative humidity is March (9.19 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (17.80 days)."
Kaduna,Barden Yana,998,25.2,"The month with the highest relative humidity is August (86.58 %). The month with the lowest relative humidity is February (18.83 percent).
The month with the most rainy days is August (26.90 days). The month with the fewest rainy days is December (0.03 days)."
Kaduna,Kabala,998,25.2,"The month of highest relative humidity is August (86.58 %). The month with the lowest relative humidity is February (18.83 %).
The month which sees the most rainfall is August (0.03 days). The driest month of the year is December (26.90 days)."
Kaduna,Kaduna,998,25.2,"The month of highest relative humidity is August (86.58 %). The month with the lowest relative humidity is February (18.83 %).
The month which sees the most rainfall is August (0.03 days). The driest month of the year is December (26.90 days)."
Kaduna,Kaduna South,998,25.2,"The month with the most relative humidity is August (86.58 %). The month with the least relative humidity is February (18.83 %).
The wettest month is August (26.90 days), while the driest is December (0.03)."
Kaduna,Tudun Wada,998,25.2,"The month with the highest relative humidity is August (86.58 %). The month with the lowest relative humidity is February (18.83 percent).
The month with the most rainy days is August (26.90 days). The month with the fewest rainy days is December (0.03 days)."
Kano,Gafasa,585,27.2,"The month with the highest relative humidity is August (77.81 %). The month with the lowest relative humidity is March (11.08 percent).
The month with the most rainy days is August (22.53 days). The month with the fewest rainy days is January (0.00 days)."
Kano,Gyadi-Gyadin Arewa,674,26.3,"The month that sees the most relative humidity is August (13.41 %). The month with the lowest amount of relative humidity is March (13.41 %).
The wettest month is August (23.47 days), whilst the driest is January (0.00)."
Kano,Kafin Karva,585,27.3,"The month with the highest relative humidity is August (77.57 %). The month with the lowest relative humidity is March (11.08 %).
The month with the highest number of rainy days is August (22.53 days). The month with the lowest number of rainy days is January (0.00 days)."
Kano,Kano,674,26.3,"The month with the most relative humidity is August (80.03 %). The month with the least relative humidity is March (13.41 %).
The wettest month is August (23.47 days), while the driest is January (0.00)."
Kano,Rafin Dadi,1142,24,"The month of highest relative humidity is August (85.59 %). The month with the lowest relative humidity is March (18.54 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (26.83 days)."
Kano,Sabon Gari,607,27.1,"The month with the highest relative humidity is August (77.58 %). The month with the lowest relative humidity is March (11.57 %).
The month with the highest number of rainy days is August (22.37 days). The month with the lowest number of rainy days is January (0.00 days)."
Kano,Shike,697,25.9,"The month with the highest relative humidity is August (80.98 %). The month with the lowest relative humidity is March (14.42 %).
The month with the highest number of rainy days is August (23.63 days). The month with the lowest number of rainy days is January (0.00 days)."
Kano,Tarai,697,25.9,"The month with the highest relative humidity is August (80.98 %). The month with the lowest relative humidity is March (14.42 %).
The wettest month is August (23.63 days). The driest month is January (0.00 days)."
Kano,Yalwa (2),651,25.6,"The month that sees the most relative humidity is August (15.25 %). The month with the lowest amount of relative humidity is March (15.25 %).
The wettest month is August (23.37 days), whilst the driest is January (0.00)."
Kano,Yelwan Dan Musa,1142,24,"The month with the highest relative humidity is August (85.59 %). The month with the lowest relative humidity is March (18.54 %).
The wettest month is August (26.83 days). The driest month is January (0.00 days)."
Katsina,Dogon Dawa,784,25,"The month of highest relative humidity is August (85.36 %). The month with the lowest relative humidity is March (14.68 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (25.17 days)."
Katsina,Garaba Ganna,409,27.3,"The month of highest relative humidity is August (77.76 %). The month with the lowest relative humidity is March (10.21 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (19.13 days)."
Katsina,Gewayau,472,26.3,"The month that sees the most relative humidity is August (11.80 %). The month with the lowest amount of relative humidity is March (11.80 %).
The wettest month is August (21.47 days), whilst the driest is January (0.00)."
Katsina,Gora,722,25.5,"The month with the highest relative humidity is August (82.39 %). The month with the lowest relative humidity is March (13.85 %).
The wettest month is August (24.10 days). The driest month is January (0.00 days)."
Katsina,Gora Mai Kasuwa,722,25.5,"The month with the most relative humidity is August (82.39 %). The month with the least relative humidity is March (13.85 %).
The wettest month is August (24.10 days), while the driest is January (0.00)."
Katsina,Katsina,437,26.8,"The month with the most relative humidity is August (77.94 %). The month with the least relative humidity is March (10.74 %).
The wettest month is August (19.97 days), while the driest is January (0.00)."
Katsina,Kurfeji,472,26.4,"The month with the highest relative humidity is August (78.90 %). The month with the lowest relative humidity is March (12.03 percent).
The month with the most rainy days is August (21.47 days). The month with the fewest rainy days is January (0.00 days)."
Katsina,Matasu,666,26.2,"The month with the highest relative humidity is August (81.25 %). The month with the lowest relative humidity is March (11.74 %).
The month with the highest number of rainy days is August (24.20 days). The month with the lowest number of rainy days is January (0.00 days)."
Katsina,Mazurai,389,26.5,"The month of highest relative humidity is August (77.56 %). The month with the lowest relative humidity is March (11.31 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (18.93 days)."
Katsina,Tudun Majedo,784,25,"The month of highest relative humidity is August (85.36 %). The month with the lowest relative humidity is March (14.68 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (25.17 days)."
Kebbi,Birnin Kebbi,467,29.3,"The month that sees the most relative humidity is August (10.18 %). The month with the lowest amount of relative humidity is March (10.18 %).
The wettest month is August (18.63 days), whilst the driest is January (0.00)."
Kebbi,Gendinni,770,28.9,"The month with the most relative humidity is August (82.74 %). The month with the least relative humidity is February (14.98 %).
The wettest month is August (24.00 days), while the driest is December (0.00)."
Kebbi,Gidan Yange,489,29.2,"The month of highest relative humidity is August (77.37 %). The month with the lowest relative humidity is March (10.13 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (18.43 days)."
Kebbi,Itoki,803,27.8,"The month with the highest relative humidity is August (85.35 %). The month with the lowest relative humidity is February (13.87 percent).
The month with the most rainy days is August (25.83 days). The month with the fewest rainy days is January (0.03 days)."
Kebbi,Shema,596,29.1,"The month with the highest relative humidity is August (80.64 %). The month with the lowest relative humidity is March (11.85 percent).
The month with the most rainy days is August (21.33 days). The month with the fewest rainy days is January (0.00 days)."
Kebbi,Tantaramag,467,29.3,"The month with the highest relative humidity is August (76.97 %). The month with the lowest relative humidity is March (10.18 %).
The month with the highest number of rainy days is August (18.63 days). The month with the lowest number of rainy days is January (0.00 days)."
Kebbi,Tunga Kanana,406,29.2,"The month with the highest relative humidity is August (76.32 %). The month with the lowest relative humidity is March (9.74 percent).
The month with the most rainy days is August (17.33 days). The month with the fewest rainy days is January (0.00 days)."
Kebbi,Tunga Kwala, Cities by Plane: Lagos (LOS),28.9,"The month that sees the most relative humidity is August (14.98 %). The month with the lowest amount of relative humidity is February (14.98 %).
The wettest month is August (24.00 days), whilst the driest is December (0.00)."
Kebbi,Tunga-Ango,690,28.8,"The month with the highest relative humidity is August (82.18 %). The month with the lowest relative humidity is February (13.71 percent).
The month with the most rainy days is August (23.17 days). The month with the fewest rainy days is December (0.00 days)."
Kebbi,Zuguntane,0,28.8,"The month that sees the most relative humidity is August (13.81 %). The month with the lowest amount of relative humidity is February (13.81 %).
The wettest month is August (24.13 days), whilst the driest is December (0.00)."
Kogi,Agasa,1245,25.9,"The month that sees the most relative humidity is September (41.22 %). The month with the lowest amount of relative humidity is January (41.22 %).
The wettest month is July (25.90 days), whilst the driest is December (0.90)."
Kogi,Ebeje,1131,27.2,"The month with the highest relative humidity is September (82.99 %). The month with the lowest relative humidity is January (31.82 %).
The month with the highest number of rainy days is August (24.57 days). The month with the lowest number of rainy days is December (0.40 days)."
Kogi,Loko,1131,26.7,"The month that sees the most relative humidity is September (30.45 %). The month with the lowest amount of relative humidity is January (30.45 %).
The wettest month is August (24.57 days), whilst the driest is December (0.40)."
Kogi,Losuta,1062,29.1,"The month with the highest relative humidity is August (80.71 %). The month with the lowest relative humidity is January (29.80 %).
The wettest month is August (24.33 days). The driest month is January (0.23 days)."
Kogi,Zokoja,877,28,"The month with the most relative humidity is September (80.69 %). The month with the least relative humidity is January (38.79 %).
The wettest month is August (21.03 days), while the driest is January (0.27)."
Kwara,Bero,1159,26.5,"The month of highest relative humidity is August (85.02 %). The month with the lowest relative humidity is January (29.50 %).
The month which sees the most rainfall is August (0.30 days). The driest month of the year is January (26.33 days)."
Kwara,Ilorin,852,26.7,"The month with the most relative humidity is September (84.48 %). The month with the least relative humidity is January (34.15 %).
The wettest month is August (22.10 days), while the driest is December (0.50)."
Kwara,Lafiagi,">>Weather by month // weather averages Lafiagi
>>Climate graph // Weather by Month Lafiagi
>>average temperature Lafiagi
>>Weather Lafiagi


The climatic conditions of Lafiagi are characterized by a tropical climate. The su",28.6,"The month with the highest relative humidity is September (82.27 %). The month with the lowest relative humidity is January (29.77 %).
The month with the highest number of rainy days is August (23.90 days). The month with the lowest number of rainy days is December (0.17 days)."
Kwara,Obala,1216,25.8,"The month of highest relative humidity is September (84.78 %). The month with the lowest relative humidity is January (39.18 %).
The month which sees the most rainfall is September (0.63 days). The driest month of the year is December (25.57 days)."
Kwara,Oke Ogun,1,26.6,"The month of highest relative humidity is September (84.94 %). The month with the lowest relative humidity is January (35.13 %).
The month which sees the most rainfall is August (0.50 days). The driest month of the year is December (22.10 days)."
Lagos,Aganni,1645,26.7,"The month that sees the most relative humidity is September (74.59 %). The month with the lowest amount of relative humidity is January (74.59 %).
The wettest month is October (27.37 days), whilst the driest is January (11.00)."
Lagos,Epe,1990,26.3,"The month with the highest relative humidity is June (88.96 %). The month with the lowest relative humidity is January (75.67 percent).
The month with the most rainy days is October (27.97 days). The month with the fewest rainy days is January (11.37 days)."
Lagos,Ikorodu,1783,26.4,"The month that sees the most relative humidity is June (74.56 %). The month with the lowest amount of relative humidity is January (74.56 %).
The wettest month is June (27.50 days), whilst the driest is January (11.33)."
Lagos,Lagos," Bight of Benin.

Airport close to Lagos
The closest Airports of Lagos are: Murtala Muha",26.7,"The month with the highest relative humidity is September (87.17 %). The month with the lowest relative humidity is January (74.59 %).
The month with the highest number of rainy days is June (27.50 days). The month with the lowest number of rainy days is January (11.33 days)."
Lagos,Osho,1645,26.6,"The month that sees the most relative humidity is September (75.23 %). The month with the lowest amount of relative humidity is January (75.23 %).
The wettest month is October (27.37 days), whilst the driest is January (11.00)."
Nasarawa,Garaku,1489,27.2,"The month with the most relative humidity is August (85.36 %). The month with the least relative humidity is January (26.06 %).
The wettest month is August (28.30 days), while the driest is January (0.37)."
Nasarawa,Kubare,1724,26.9,"The month of highest relative humidity is August (86.22 %). The month with the lowest relative humidity is January (26.15 %).
The month which sees the most rainfall is August (0.33 days). The driest month of the year is December (28.47 days)."
Nasarawa,Lafia," Abeba (ADD), Accra (ACC), Lagos (LOS), Calabar (CBQ), Cairo (CAI), Malabo (SSG), Kano (KAN), Yola (YOL), Orji (QOW), Abuja (ABV), Benin City (BNI)",28.1,"The month with the most relative humidity is August (83.10 %). The month with the least relative humidity is January (25.75 %).
The wettest month is August (27.27 days), while the driest is December (0.23)."
Nasarawa,Ningu,1516,27.2,"The month of highest relative humidity is August (85.68 %). The month with the lowest relative humidity is January (26.56 %).
The month which sees the most rainfall is August (0.30 days). The driest month of the year is December (28.30 days)."
Nasarawa,Nula,831,28.2,"The month with the highest relative humidity is August (81.57 %). The month with the lowest relative humidity is January (22.64 percent).
The month with the most rainy days is August (24.20 days). The month with the fewest rainy days is December (0.20 days)."
Niger,Bwoi,1643,26.4,"The month that sees the most relative humidity is August (24.03 %). The month with the lowest amount of relative humidity is January (24.03 %).
The wettest month is August (28.33 days), whilst the driest is December (0.33)."
Niger,Kaliko,1090,28.4,"The month with the most relative humidity is August (83.79 %). The month with the least relative humidity is January (22.61 %).
The wettest month is August (26.33 days), while the driest is December (0.03)."
Niger,Kunkulagio,1058,28.9,"The month of highest relative humidity is August (83.33 %). The month with the lowest relative humidity is January (24.59 %).
The month which sees the most rainfall is August (0.10 days). The driest month of the year is December (24.97 days)."
Niger,Minna,1161,27.9,"The month with the most relative humidity is August (84.71 %). The month with the least relative humidity is January (23.68 %).
The wettest month is August (26.80 days), while the driest is January (0.13)."
Niger,Tungan Kaura,1091,28.7,"The month that sees the most relative humidity is August (26.22 %). The month with the lowest amount of relative humidity is January (26.22 %).
The wettest month is August (25.47 days), whilst the driest is December (0.37)."
Ogun,Ijebu-Ode,2020,26,"The month that sees the most relative humidity is June (70.26 %). The month with the lowest amount of relative humidity is January (70.26 %).
The wettest month is October (28.10 days), whilst the driest is January (10.03)."
Ogun,Ikoto,2020,26,"The month with the highest relative humidity is June (90.45 %). The month with the lowest relative humidity is January (70.26 percent).
The month with the most rainy days is October (28.10 days). The month with the fewest rainy days is January (10.03 days)."
Ogun,Isheri,1854,26.5,"The month with the highest relative humidity is June (88.48 %). The month with the lowest relative humidity is January (73.77 %).
The month with the highest number of rainy days is May (27.47 days). The month with the lowest number of rainy days is January (10.17 days)."
Ogun,Oye,1482,26.3,"The month with the highest relative humidity is June (87.84 %). The month with the lowest relative humidity is January (60.81 %).
The month with the highest number of rainy days is July (26.13 days). The month with the lowest number of rainy days is January (5.67 days)."
Ogun,Sagamu,1970,26.1,"The month with the highest relative humidity is June (89.93 %). The month with the lowest relative humidity is January (70.80 %).
The wettest month is May (27.97 days). The driest month is January (10.87 days)."
Ondo,Agbe Oyinrin,1711,25.2,"The month that sees the most relative humidity is September (53.42 %). The month with the lowest amount of relative humidity is January (53.42 %).
The wettest month is July (27.43 days), whilst the driest is December (3.87)."
Ondo,Ago-Ajapa,2608,26.1,"The month with the highest relative humidity is June (90.00 %). The month with the lowest relative humidity is January (75.62 percent).
The month with the most rainy days is October (28.67 days). The month with the fewest rainy days is January (14.47 days)."
Ondo,Akindibuwa,2608,26.3,"The month with the highest relative humidity is June (88.16 %). The month with the lowest relative humidity is January (77.14 %).
The month with the highest number of rainy days is October (28.67 days). The month with the lowest number of rainy days is January (14.47 days)."
Ondo,Akure,1711,25.1,"The month with the most relative humidity is September (88.72 %). The month with the least relative humidity is January (54.00 %).
The wettest month is July (27.43 days), while the driest is December (3.87)."
Ondo,Ebute Irele,2578,25.8,"The month that sees the most relative humidity is June (71.71 %). The month with the lowest amount of relative humidity is January (71.71 %).
The wettest month is October (28.40 days), whilst the driest is January (12.67)."
Ondo,Igbobini,2578,25.8,"The month of highest relative humidity is June (90.88 %). The month with the lowest relative humidity is January (71.71 %).
The month which sees the most rainfall is October (12.67 days). The driest month of the year is January (28.40 days)."
Ondo,Ilegboro,2608,26.1,"The month with the most relative humidity is June (90.00 %). The month with the least relative humidity is January (75.62 %).
The wettest month is October (28.67 days), while the driest is January (14.47)."
Ondo,Odulagba,2608,26.2,"The month of highest relative humidity is June (89.48 %). The month with the lowest relative humidity is January (75.38 %).
The month which sees the most rainfall is October (14.47 days). The driest month of the year is January (28.67 days)."
Ondo,Olobi,1711,25.3,"The month with the highest relative humidity is June (89.15 %). The month with the lowest relative humidity is January (56.96 %).
The wettest month is July (27.43 days). The driest month is December (3.87 days)."
Ondo,Rawe,2608,26.3,"The month that sees the most relative humidity is June (77.14 %). The month with the lowest amount of relative humidity is January (77.14 %).
The wettest month is October (28.67 days), whilst the driest is January (14.47)."
Osun,Elesun,1400,25.7,"The month of highest relative humidity is September (87.70 %). The month with the lowest relative humidity is January (52.12 %).
The month which sees the most rainfall is July (3.47 days). The driest month of the year is December (26.83 days)."
Osun,Ife,1509,25.3,"The month with the highest relative humidity is June (88.68 %). The month with the lowest relative humidity is January (52.49 %).
The month with the highest number of rainy days is July (27.07 days). The month with the lowest number of rainy days is December (3.67 days)."
Osun,Kajola,1509,25.6,"The month of highest relative humidity is June (88.44 %). The month with the lowest relative humidity is January (53.00 %).
The month which sees the most rainfall is July (3.67 days). The driest month of the year is December (27.07 days)."
Osun,Ofatedo,1361,25.6,"The month with the highest relative humidity is September (86.97 %). The month with the lowest relative humidity is January (46.34 %).
The wettest month is July (26.40 days). The driest month is December (2.50 days)."
Osun,Osogbo,1361,25.5,"The month with the highest relative humidity is September (87.54 %). The month with the lowest relative humidity is January (46.20 %).
The wettest month is July (26.40 days). The driest month is December (2.50 days)."
Oyo,Adegbite,1677,25.9,"The month with the most relative humidity is June (88.54 %). The month with the least relative humidity is January (56.33 %).
The wettest month is July (26.87 days), while the driest is January (6.07)."
Oyo,Alalubosa,1363,25.9,"The month with the most relative humidity is June (88.54 %). The month with the least relative humidity is January (56.33 %).
The wettest month is July (26.27 days), while the driest is December (3.53)."
Oyo,Apatanganya,1363,26,"The month with the highest relative humidity is June (87.81 %). The month with the lowest relative humidity is January (56.17 %).
The wettest month is July (26.27 days). The driest month is December (3.53 days)."
Oyo,Ibadan,1467,25.9,"The month that sees the most relative humidity is June (56.33 %). The month with the lowest amount of relative humidity is January (56.33 %).
The wettest month is July (26.83 days), whilst the driest is December (3.37)."
Oyo,Jericho,183,25.9,"The month of highest relative humidity is June (88.54 %). The month with the lowest relative humidity is January (56.33 %).
The month which sees the most rainfall is July (3.53 days). The driest month of the year is December (26.27 days)."
Plateau,Ikputu,717,28.8,"The month with the highest relative humidity is August (79.72 %). The month with the lowest relative humidity is January (19.61 %).
The month with the highest number of rainy days is August (24.77 days). The month with the lowest number of rainy days is January (0.10 days)."
Plateau,Jos,1240,21.9,"The month with the highest relative humidity is August (87.21 %). The month with the lowest relative humidity is March (20.85 percent).
The month with the most rainy days is August (27.57 days). The month with the fewest rainy days is January (0.03 days)."
Plateau,Loka,2234,23.1,"The month that sees the most relative humidity is August (21.54 %). The month with the lowest amount of relative humidity is February (21.54 %).
The wettest month is August (28.83 days), whilst the driest is December (0.20)."
Plateau,Rayfield,1218,21.7,"The month that sees the most relative humidity is August (22.10 %). The month with the lowest amount of relative humidity is March (22.10 %).
The wettest month is August (27.90 days), whilst the driest is January (0.07)."
Plateau,Sabolo,1240,23.2,"The month that sees the most relative humidity is August (20.45 %). The month with the lowest amount of relative humidity is March (20.45 %).
The wettest month is August (27.57 days), whilst the driest is January (0.03)."
Rivers,Aiya Abissa,2542,26.4,"The month that sees the most relative humidity is September (78.92 %). The month with the lowest amount of relative humidity is January (78.92 %).
The wettest month is October (28.77 days), whilst the driest is January (14.47)."
Rivers,Alakohia,2838,25.9,"The month with the highest relative humidity is October (90.42 %). The month with the lowest relative humidity is January (73.34 %).
The month with the highest number of rainy days is October (28.67 days). The month with the lowest number of rainy days is January (11.47 days)."
Rivers,Angalabio,2478,26.4,"The month with the highest relative humidity is September (86.14 %). The month with the lowest relative humidity is January (78.92 %).
The month with the highest number of rainy days is October (27.83 days). The month with the lowest number of rainy days is January (13.20 days)."
Rivers,Mgbu-Oba,2719,26,"The month with the highest relative humidity is October (89.70 %). The month with the lowest relative humidity is January (74.76 percent).
The month with the most rainy days is October (28.83 days). The month with the fewest rainy days is January (15.13 days)."
Rivers,Obia,2719,26,"The month of highest relative humidity is October (89.70 %). The month with the lowest relative humidity is January (74.76 %).
The month which sees the most rainfall is October (15.13 days). The driest month of the year is January (28.83 days)."
Rivers,Ogigba,2719,26,"The month with the highest relative humidity is October (89.70 %). The month with the lowest relative humidity is January (74.76 %).
The month with the highest number of rainy days is October (28.83 days). The month with the lowest number of rainy days is January (15.13 days)."
Rivers,Olomaboko,2542,26.4,"The month with the highest relative humidity is September (86.14 %). The month with the lowest relative humidity is January (78.92 %).
The wettest month is October (28.77 days). The driest month is January (14.47 days)."
Rivers,Orukiri,2542,26.4,"The month with the highest relative humidity is September (86.14 %). The month with the lowest relative humidity is January (78.92 percent).
The month with the most rainy days is October (28.77 days). The month with the fewest rainy days is January (14.47 days)."
Rivers,Port Harcourt,2719,26,"The month with the highest relative humidity is October (89.70 %). The month with the lowest relative humidity is January (74.76 %).
The month with the highest number of rainy days is October (28.83 days). The month with the lowest number of rainy days is January (15.13 days)."
Rivers,Sanikiri,2542,26.4,"The month with the most relative humidity is September (86.14 %). The month with the least relative humidity is January (78.92 %).
The wettest month is October (28.77 days), while the driest is January (14.47)."
Sokoto,Gari,450,28.9,"The month with the highest relative humidity is August (77.18 %). The month with the lowest relative humidity is March (9.52 percent).
The month with the most rainy days is August (19.50 days). The month with the fewest rainy days is January (0.00 days)."
Sokoto,Gidan Ali,398,29,"The month with the highest relative humidity is August (77.04 %). The month with the lowest relative humidity is March (9.38 %).
The wettest month is August (18.37 days). The driest month is January (0.03 days)."
Sokoto,Isa,347,28.3,"The month of highest relative humidity is August (76.99 %). The month with the lowest relative humidity is March (10.04 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (17.17 days)."
Sokoto,Lumu,633,28.8,"The month that sees the most relative humidity is August (12.35 %). The month with the lowest amount of relative humidity is February (12.35 %).
The wettest month is August (23.10 days), whilst the driest is December (0.00)."
Sokoto,Maigaraja Lumu,633,28.8,"The month with the most relative humidity is August (83.56 %). The month with the least relative humidity is February (12.35 %).
The wettest month is August (23.10 days), while the driest is December (0.00)."
Sokoto,Sangi,633,28.7,"The month with the highest relative humidity is August (83.39 %). The month with the lowest relative humidity is March (12.35 percent).
The month with the most rainy days is August (23.10 days). The month with the fewest rainy days is December (0.00 days)."
Sokoto,Sokoto,398,29.1,"The month with the highest relative humidity is August (76.05 %). The month with the lowest relative humidity is March (9.27 %).
The wettest month is August (18.37 days). The driest month is January (0.03 days)."
Sokoto,Tudu,310,28.8,"The month with the highest relative humidity is August (73.70 %). The month with the lowest relative humidity is March (9.57 %).
The wettest month is August (14.23 days). The driest month is January (0.00 days)."
Sokoto,Tune,633,28.8,"The month of highest relative humidity is August (83.56 %). The month with the lowest relative humidity is February (12.35 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is December (23.10 days)."
Sokoto,Yarumo,633,28.8,"The month with the highest relative humidity is August (83.56 %). The month with the lowest relative humidity is February (12.35 percent).
The month with the most rainy days is August (23.10 days). The month with the fewest rainy days is December (0.00 days)."
Taraba,Badekwoshi Wurkum,627,28.8,"The month of highest relative humidity is August (80.14 %). The month with the lowest relative humidity is February (18.65 %).
The month which sees the most rainfall is August (0.03 days). The driest month of the year is January (21.80 days)."
Taraba,Dowa,3013,21.9,"The month with the most relative humidity is August (87.68 %). The month with the least relative humidity is January (26.24 %).
The wettest month is August (28.70 days), while the driest is December (0.43)."
Taraba,Ganleri,1767,27.5,"The month of highest relative humidity is August (84.41 %). The month with the lowest relative humidity is February (21.44 %).
The month which sees the most rainfall is August (0.07 days). The driest month of the year is January (27.37 days)."
Taraba,Guroji,3969,18.9,"The month of highest relative humidity is August (89.84 %). The month with the lowest relative humidity is February (32.07 %).
The month which sees the most rainfall is August (0.77 days). The driest month of the year is December (28.87 days)."
Taraba,Ibi,753,28.8,"The month with the highest relative humidity is August (79.71 %). The month with the lowest relative humidity is January (20.62 percent).
The month with the most rainy days is August (23.33 days). The month with the fewest rainy days is December (0.13 days)."
Taraba,Jalingo,602,27.6,"The month that sees the most relative humidity is August (19.81 %). The month with the lowest amount of relative humidity is February (19.81 %).
The wettest month is August (21.83 days), whilst the driest is January (0.03)."
Taraba,Nguroje,3969,18.9,"The month with the most relative humidity is August (89.84 %). The month with the least relative humidity is February (32.07 %).
The wettest month is August (28.87 days), while the driest is December (0.77)."
Taraba,Rorel Burle,2250,19.7,"The month with the highest relative humidity is August (89.36 %). The month with the lowest relative humidity is February (30.12 %).
The month with the highest number of rainy days is August (28.80 days). The month with the lowest number of rainy days is January (0.17 days)."
Taraba,Wakili Goma,2250,19.1,"The month with the highest relative humidity is August (91.36 %). The month with the lowest relative humidity is January (30.30 %).
The wettest month is August (28.80 days). The driest month is January (0.17 days)."
Taraba,Wukari,986,28.2,"The month with the highest relative humidity is August (80.30 %). The month with the lowest relative humidity is January (22.01 %).
The wettest month is August (25.03 days). The driest month is December (0.27 days)."
Yobe,Bagabo,589,27.1,"The month of highest relative humidity is August (80.75 %). The month with the lowest relative humidity is March (11.09 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (22.43 days)."
Yobe,Bagargar,575,27.3,"The month with the highest relative humidity is August (81.79 %). The month with the lowest relative humidity is March (10.97 percent).
The month with the most rainy days is August (21.67 days). The month with the fewest rainy days is January (0.00 days)."
Yobe,Bam,269,28.3,"The month with the highest relative humidity is August (73.97 %). The month with the lowest relative humidity is March (9.24 %).
The month with the highest number of rainy days is August (16.03 days). The month with the lowest number of rainy days is January (0.00 days)."
Yobe,Bara,518,27.9,"The month with the highest relative humidity is August (80.87 %). The month with the lowest relative humidity is March (10.76 %).
The wettest month is August (21.20 days). The driest month is January (0.00 days)."
Yobe,Budua,422,27.8,"The month with the highest relative humidity is August (76.15 %). The month with the lowest relative humidity is March (9.80 percent).
The month with the most rainy days is August (19.13 days). The month with the fewest rainy days is January (0.00 days)."
Yobe,Daga Bornu,575,27.3,"The month with the highest relative humidity is August (81.79 %). The month with the lowest relative humidity is March (10.97 %).
The month with the highest number of rainy days is August (21.67 days). The month with the lowest number of rainy days is January (0.00 days)."
Yobe,Damaturu,449,27.4,"The month with the highest relative humidity is August (79.87 %). The month with the lowest relative humidity is March (11.17 percent).
The month with the most rainy days is August (19.57 days). The month with the fewest rainy days is January (0.00 days)."
Yobe,Galamo,575,27.3,"The month with the highest relative humidity is August (81.79 %). The month with the lowest relative humidity is March (10.97 %).
The wettest month is August (21.67 days). The driest month is January (0.00 days)."
Yobe,Garu Kime,294,28.3,"The month with the highest relative humidity is August (73.97 %). The month with the lowest relative humidity is March (9.24 percent).
The month with the most rainy days is August (16.47 days). The month with the fewest rainy days is January (0.00 days)."
Yobe,Gizibur,294,28.3,"The month that sees the most relative humidity is August (9.26 %). The month with the lowest amount of relative humidity is March (9.26 %).
The wettest month is August (16.47 days), whilst the driest is January (0.00)."
Yobe,Jokire,628,26.9,"The month of highest relative humidity is August (82.39 %). The month with the lowest relative humidity is March (11.53 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (23.10 days)."
Yobe,Koiya,417,27.8,"The month of highest relative humidity is August (76.15 %). The month with the lowest relative humidity is March (9.80 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (18.77 days)."
Yobe,Mar,269,28.3,"The month with the highest relative humidity is August (73.97 %). The month with the lowest relative humidity is March (9.24 %).
The wettest month is August (16.03 days). The driest month is January (0.00 days)."
Yobe,Musari,314,28.1,"The month with the highest relative humidity is August (74.84 %). The month with the lowest relative humidity is March (9.34 percent).
The month with the most rainy days is August (16.30 days). The month with the fewest rainy days is January (0.00 days)."
Yobe,Ngamdu,575,26.9,"The month of highest relative humidity is August (82.39 %). The month with the lowest relative humidity is March (11.53 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is January (21.67 days)."
Zamfara,Bia Buki,676,26.2,"The month that sees the most relative humidity is August (13.16 %). The month with the lowest amount of relative humidity is March (13.16 %).
The wettest month is August (23.40 days), whilst the driest is December (0.00)."
Zamfara,Birni Gide,577,26.9,"The month with the most relative humidity is August (81.09 %). The month with the least relative humidity is March (11.86 %).
The wettest month is August (21.97 days), while the driest is December (0.00)."
Zamfara,Gusau,577,26.7,"The month of highest relative humidity is August (81.73 %). The month with the lowest relative humidity is March (12.23 %).
The month which sees the most rainfall is August (0.00 days). The driest month of the year is December (21.97 days)."
