city,county,state,project,Farm,Depth,Depthcode,pH,N,OC,P,Ca,Mg,K,Na,Zn,Cu,Mn,Fe,ID,MAPPING_UN,GEOLOGY,SLOPE,ECOLOGICAL,DRAINAGE,SOIL_PH,PH_DESCRIP,SUITABILIT,SOIL_TEXTU,SOIL_CLASS,VEGETATION,DISTRIBUTI,SOIL_CLA_1,PERCENTAGE,MAJOR_CROP,Depth_2
Warara,Faskari,Katsina State,OCP fertilizer,KT85,0-20 cm,"1",5.76375,0.058712,0.765536,1.93456,250.439,79.2145,64.0687,12.531,1.01745,0.584099,64.7984,93.5353,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT92,0-20 cm,"1",5.64504,0.064951,0.898925,3.54182,223.839,78.8148,84.8479,12.1631,1.37739,0.728334,51.5697,115.895,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT90,0-20 cm,"1",6.33652,0.063083,0.968866,2.47087,725.534,193.664,49.3959,24.5038,1.90626,1.03088,112.033,130.918,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT89,0-20 cm,"1",5.86596,0.056399,0.761784,2.57793,212.513,74.5435,60.828,10.6358,0.754024,0.47723,73.4626,143.269,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT 81,0-20 cm,"1",5.96912,0.048224,0.656249,2.18165,339.301,74.8388,48.5136,16.9486,0.940702,0.699878,76.2329,101.4,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT86,0-20 cm,"1",6.58143,0.071594,0.8566,1.68198,231.521,118.023,98.5716,16.4322,1.3801,0.870587,78.4725,80.8701,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT97,0-20 cm,"1",5.79958,0.042146,0.777968,1.82717,176.724,101.294,58.9946,25.6148,0.996249,0.483507,95.1562,131.551,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT99,0-20 cm,"1",6.32924,0.050922,0.678088,2.37666,414.397,128.133,63.9939,20.2358,1.54273,1.53978,114.288,137.823,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT84,0-20 cm,"1",6.22943,0.052695,0.672395,2.27849,555.416,137.786,101.93,43.0944,1.39179,0.976201,101.861,112.722,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT87,0-20 cm,"1",5.79722,0.047778,0.643706,2.47871,242.544,90.5759,103.974,18.5971,0.90569,0.811342,56.4933,105.07,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Warara,Faskari,Katsina State,OCP fertilizer,KT80,0-20 cm,"1",5.86506,0.049871,0.820858,2.35755,212.661,144.307,90.6371,16.2469,1.14279,0.631705,60.9702,97.7967,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dan Baba,Faskari,Katsina State,OCP fertilizer,KT76,0-20 cm,"1",6.52669,0.034466,0.790488,2.77787,435.993,141.098,84.5272,15.8251,1.46592,0.909932,106.171,130.081,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dan Baba,Faskari,Katsina State,OCP fertilizer,KT72,0-20 cm,"1",6.01897,0.032893,0.564681,2.40426,315.12,54.9565,106.229,12.935,1.11586,0.40351,64.5873,111.339,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dan Baba,Faskari,Katsina State,OCP fertilizer,KT69,0-20 cm,"1",5.87324,0.051381,0.782588,1.91471,482.738,162.372,48.5133,11.7967,0.827072,0.75437,90.1723,122.405,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dan Baba,Faskari,Katsina State,OCP fertilizer,KT49,0-20 cm,"1",5.69153,0.057594,0.710677,1.78582,200.641,150.088,77.2461,14.4609,1.04592,0.869092,59.2694,82.4779,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dan Baba,Faskari,Katsina State,OCP fertilizer,KT46,0-20 cm,"1",6.31128,0.089236,1.01113,1.42873,282.618,87.8154,61.9814,20.2932,1.1201,0.949208,68.6585,114.994,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Daudawa,Faskari,Katsina State,OCP fertilizer,KT65,0-20 cm,"1",6.58188,0.079863,0.988977,1.49556,243.057,169.277,62.2752,16.6265,1.35553,0.766535,98.5015,97.5056,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Daudawa,Faskari,Katsina State,OCP fertilizer,KT62,0-20 cm,"1",6.08859,0.04157,0.605955,2.41334,315.298,107.51,61.8959,23.3405,1.12707,1.05464,74.3445,115.32,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Daudawa,Faskari,Katsina State,OCP fertilizer,KT59,0-20 cm,"1",6.69443,0.087681,1.03,1.68027,434.294,153.859,117.316,19.7651,1.42745,1.20885,83.5018,127.725,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dan Baba,Faskari,Katsina State,OCP fertilizer,KT58,0-20 cm,"1",6.17538,0.05142,0.780861,2.0608,277.574,135.589,70.6515,23.0732,1.38479,0.578343,121.539,96.2425,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Daudawa,Faskari,Katsina State,OCP fertilizer,KT63,0-20 cm,"1",6.35275,0.081159,1.00996,2.59296,358.538,197.691,55.1524,24.0274,1.29886,1.11188,103.954,122.101,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Kadisau,Faskari,Katsina State,OCP fertilizer,KT40,0-20 cm,"1",6.15581,0.048466,0.893441,2.04573,597.57,163.501,81.3707,22.9464,1.27893,1.0979,99.2116,116.346,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Kadisau,Faskari,Katsina State,OCP fertilizer,KT36,0-20 cm,"1",6.16646,0.042978,0.419257,1.51454,366.212,93.8691,69.9428,15.1462,0.85547,0.594444,76.2057,95.019,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Kadisau,Faskari,Katsina State,OCP fertilizer,KT37,0-20 cm,"1",6.08279,0.045268,0.654058,1.53448,510.64,116.36,76.3499,20.2968,1.32407,1.06663,96.7768,70.9218,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dandume B,Dandume,Katsina State,OCP fertilizer,KT20,0-20 cm,"1",5.54458,0.064582,1.01067,1.46904,196.524,106.343,77.268,14.4635,1.69154,0.8636,67.8621,102.523,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dandume B,Dandume,Katsina State,OCP fertilizer,KT 14,0-20 cm,"1",6.27868,0.06169,0.811725,1.7361,175.031,99.3279,69.5864,13.7462,1.27172,0.839768,59.5124,164.806,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dandume B,Dandume,Katsina State,OCP fertilizer,KT 17,0-20 cm,"1",6.12214,0.042212,0.583258,3.18264,291.987,125.632,84.5375,13.2783,1.14733,0.827743,75.545,120.318,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dandume B,Dandume,Katsina State,OCP fertilizer,KT9,0-20 cm,"1",5.94332,0.048406,0.685646,2.36536,259.684,151.448,82.8952,13.7688,1.11082,0.663318,85.8007,135.218,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Dandume B,Dandume,Katsina State,OCP fertilizer,KT 7,0-20 cm,"1",6.12352,0.063541,0.991107,1.96569,303.615,109.927,84.934,13.7267,1.17441,0.979856,74.2259,94.8374,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,K T1,0-20 cm,"1",5.79876,0.05969,0.878041,1.86726,328.566,99.693,92.7387,16.1028,1.07335,0.859015,49.7447,125.295,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,KT 2,0-20 cm,"1",6.2457,0.054738,0.800801,3.17296,292.284,118.156,104.694,13.7236,1.57166,0.450519,53.1621,127.217,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,KT 4,0-20 cm,"1",6.12343,0.088091,1.07544,1.63989,221.339,110.899,81.2335,12.0251,1.4608,0.788537,112.652,113.815,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,KT 5,0-20 cm,"1",5.51472,0.04415,0.695268,3.83287,206.236,96.3154,80.5169,10.2,1.16049,0.495003,54.0991,108.854,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,KT 3,0-20 cm,"1",5.90561,0.064022,1.04656,3.67314,307.282,165.022,107.805,16.2082,1.63668,0.766885,65.7737,120.346,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,KT 12,0-20 cm,"1",5.96265,0.057855,0.674726,1.50903,355.03,127.801,79.0182,15.0989,1.06463,0.828487,48.1188,125.678,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,KT 16,0-20 cm,"1",5.88186,0.050307,0.643579,2.76773,88.0645,69.7179,80.5405,14.858,1.16709,0.499321,51.599,120.847,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,KT18,0-20 cm,"1",5.99851,0.062081,0.694171,2.13144,265.901,141.126,77.5452,29.4004,1.15193,0.890736,74.5576,134.474,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,KT 15,0-20 cm,"1",5.7331,0.056667,0.982399,1.41572,387.959,152.12,127.731,23.3333,1.38601,1.17933,85.314,60.7474,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Machika,Sabuwa,Katsina State,OCP fertilizer,KT11,0-20 cm,"1",5.83245,0.057673,0.964237,3.27244,292.387,78.7077,107.173,16.3155,1.11113,0.56607,59.9312,126.56,"62",15g,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Imperfectly Drained,"6.3",Slightly Acidic,Fairly Higly Suitable with few physical limitation,Sandy Clay,Typic Tropaquept,"Savannah Woodland cultivated to Sorghum, Millet, Maize, Beans, Groundnut","167,967.01",Gleyic Cambisol,"18.18","Sorghum,Cotton,Groundnut,Millet,Cowpea,Maize,Cocoa yam,Cassava",Very Deep
Magajin Gari 3,Birnin Gwari,Kaduna State,OCP fertilizer,KD540,0-20 cm,"1",6.12344,0.095952,1.53494,1.29376,795.774,219.056,91.1529,53.5195,0.63531,1.09521,110.518,93.8411,"63",22c,Undifferentiated Basement Complex,0 - 13%,Savannah Soils,Poorly Drained,5.8 - 7.0,Slightly acidic to Neutral,Marginally Suitable,Sandy Clay,Typic Tropaquept,"Woodland Savanna, Yams, Sorghum, Maize and Cassava","84,296.24",Gleyic Cambisol,"9.13","Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Shallow
Magajin Gari 3,Birnin Gwari,Kaduna State,OCP fertilizer,KD536,0-20 cm,"1",5.98998,0.048756,0.539595,1.82416,346.419,103.102,43.1524,42.3409,0.983307,1.57464,62.9588,141.76,"63",22c,Undifferentiated Basement Complex,0 - 13%,Savannah Soils,Poorly Drained,5.8 - 7.0,Slightly acidic to Neutral,Marginally Suitable,Sandy Clay,Typic Tropaquept,"Woodland Savanna, Yams, Sorghum, Maize and Cassava","84,296.24",Gleyic Cambisol,"9.13","Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Shallow
Kwahu,Giwa,Kaduna State,OCP fertilizer,KD617,0-20 cm,"1",5.67411,0.0496,0.68147,2.10083,74.9081,50.789,53.6308,26.0276,1.1275,0.234371,53.3871,115.77,"63",22c,Undifferentiated Basement Complex,0 - 13%,Savannah Soils,Poorly Drained,5.8 - 7.0,Slightly acidic to Neutral,Marginally Suitable,Sandy Clay,Typic Tropaquept,"Woodland Savanna, Yams, Sorghum, Maize and Cassava","84,296.24",Gleyic Cambisol,"9.13","Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Shallow
Kwahu,Giwa,Kaduna State,OCP fertilizer,KD614,0-20 cm,"1",5.6323,0.187695,1.55943,1.81146,824.322,340.721,66.7677,16.9087,1.48435,1.39673,149.115,78.2327,"63",22c,Undifferentiated Basement Complex,0 - 13%,Savannah Soils,Poorly Drained,5.8 - 7.0,Slightly acidic to Neutral,Marginally Suitable,Sandy Clay,Typic Tropaquept,"Woodland Savanna, Yams, Sorghum, Maize and Cassava","84,296.24",Gleyic Cambisol,"9.13","Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Shallow
Kwahu,Giwa,Kaduna State,OCP fertilizer,KD612,0-20 cm,"1",5.81801,0.044003,0.522774,1.8769,202.503,53.5994,53.5165,27.9033,0.648084,0.75767,49.8394,123.162,"63",22c,Undifferentiated Basement Complex,0 - 13%,Savannah Soils,Poorly Drained,5.8 - 7.0,Slightly acidic to Neutral,Marginally Suitable,Sandy Clay,Typic Tropaquept,"Woodland Savanna, Yams, Sorghum, Maize and Cassava","84,296.24",Gleyic Cambisol,"9.13","Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Shallow
Paskare,Giwa,Kaduna State,OCP fertilizer,KD560,0-20 cm,"1",6.21829,0.053328,0.580136,2.01049,195.95,17.1163,47.6863,23.1623,0.886912,0.949994,46.7354,121.287,"63",22c,Undifferentiated Basement Complex,0 - 13%,Savannah Soils,Poorly Drained,5.8 - 7.0,Slightly acidic to Neutral,Marginally Suitable,Sandy Clay,Typic Tropaquept,"Woodland Savanna, Yams, Sorghum, Maize and Cassava","84,296.24",Gleyic Cambisol,"9.13","Yam,Sorghum,Cassava,Groundnut,Maize,Cotton,Cocoa",Shallow
