,index,state,temperature,mean_humidity,mean_rainfall,pH,N,OC,P,K,Na,MAJOR_CROP,avg_depth
8389,8389,6,25.96,40.8255,11.933,6.38629,0.061647,0.767192,0.788779,96.9671,339.419,13,30.0
8390,8390,6,25.96,40.8255,11.933,6.32386,0.041785,0.404324,1.86163,49.1894,10.1416,11,30.0
8391,8391,6,25.96,40.8255,11.933,6.32386,0.041785,0.404324,1.86163,49.1894,10.1416,12,30.0
8392,8392,6,25.96,40.8255,11.933,6.32386,0.041785,0.404324,1.86163,49.1894,10.1416,6,30.0
8393,8393,6,25.96,40.8255,11.933,6.32386,0.041785,0.404324,1.86163,49.1894,10.1416,14,30.0
8394,8394,6,25.96,40.8255,11.933,6.32386,0.041785,0.404324,1.86163,49.1894,10.1416,0,30.0
8395,8395,6,25.96,40.8255,11.933,6.32386,0.041785,0.404324,1.86163,49.1894,10.1416,13,30.0
8396,8396,6,25.96,40.8255,11.933,5.87914,0.043044,0.504037,2.51657,65.0762,9.92939,11,30.0
8397,8397,6,25.96,40.8255,11.933,5.87914,0.043044,0.504037,2.51657,65.0762,9.92939,12,30.0
8398,8398,6,25.96,40.8255,11.933,5.87914,0.043044,0.504037,2.51657,65.0762,9.92939,6,30.0
8399,8399,6,25.96,40.8255,11.933,5.87914,0.043044,0.504037,2.51657,65.0762,9.92939,14,30.0
8400,8400,6,25.96,40.8255,11.933,5.87914,0.043044,0.504037,2.51657,65.0762,9.92939,0,30.0
8401,8401,6,25.96,40.8255,11.933,5.87914,0.043044,0.504037,2.51657,65.0762,9.92939,13,30.0
8402,8402,6,25.96,40.8255,11.933,5.7873,0.044868,0.47804,1.94527,82.3986,12.012,11,30.0
8403,8403,6,25.96,40.8255,11.933,5.7873,0.044868,0.47804,1.94527,82.3986,12.012,12,30.0
8404,8404,6,25.96,40.8255,11.933,5.7873,0.044868,0.47804,1.94527,82.3986,12.012,6,30.0
8405,8405,6,25.96,40.8255,11.933,5.7873,0.044868,0.47804,1.94527,82.3986,12.012,14,30.0
8406,8406,6,25.96,40.8255,11.933,5.7873,0.044868,0.47804,1.94527,82.3986,12.012,0,30.0
8407,8407,6,25.96,40.8255,11.933,5.7873,0.044868,0.47804,1.94527,82.3986,12.012,13,30.0
8408,8408,6,25.96,40.8255,11.933,5.86263,0.053308,0.51212,2.03671,105.307,11.5599,11,30.0
8409,8409,6,25.96,40.8255,11.933,5.86263,0.053308,0.51212,2.03671,105.307,11.5599,12,30.0
8410,8410,6,25.96,40.8255,11.933,5.86263,0.053308,0.51212,2.03671,105.307,11.5599,6,30.0
8411,8411,6,25.96,40.8255,11.933,5.86263,0.053308,0.51212,2.03671,105.307,11.5599,14,30.0
8412,8412,6,25.96,40.8255,11.933,5.86263,0.053308,0.51212,2.03671,105.307,11.5599,0,30.0
8413,8413,6,25.96,40.8255,11.933,5.86263,0.053308,0.51212,2.03671,105.307,11.5599,13,30.0
8414,8414,6,25.96,40.8255,11.933,5.98608,0.04265,0.469839,3.45053,78.9033,10.1758,11,30.0
8415,8415,6,25.96,40.8255,11.933,5.98608,0.04265,0.469839,3.45053,78.9033,10.1758,12,30.0
8416,8416,6,25.96,40.8255,11.933,5.98608,0.04265,0.469839,3.45053,78.9033,10.1758,6,30.0
8417,8417,6,25.96,40.8255,11.933,5.98608,0.04265,0.469839,3.45053,78.9033,10.1758,14,30.0
8418,8418,6,25.96,40.8255,11.933,5.98608,0.04265,0.469839,3.45053,78.9033,10.1758,0,30.0
8419,8419,6,25.96,40.8255,11.933,5.98608,0.04265,0.469839,3.45053,78.9033,10.1758,13,30.0
8420,8420,6,25.96,40.8255,11.933,5.8834,0.03702,0.448013,3.33359,49.0564,11.1975,11,30.0
8421,8421,6,25.96,40.8255,11.933,5.8834,0.03702,0.448013,3.33359,49.0564,11.1975,12,30.0
8422,8422,6,25.96,40.8255,11.933,5.8834,0.03702,0.448013,3.33359,49.0564,11.1975,6,30.0
8423,8423,6,25.96,40.8255,11.933,5.8834,0.03702,0.448013,3.33359,49.0564,11.1975,14,30.0
8424,8424,6,25.96,40.8255,11.933,5.8834,0.03702,0.448013,3.33359,49.0564,11.1975,0,30.0
8425,8425,6,25.96,40.8255,11.933,5.8834,0.03702,0.448013,3.33359,49.0564,11.1975,13,30.0
8426,8426,6,25.96,40.8255,11.933,5.59314,0.029721,0.511603,1.62821,45.432,8.32286,11,30.0
8427,8427,6,25.96,40.8255,11.933,5.59314,0.029721,0.511603,1.62821,45.432,8.32286,12,30.0
8428,8428,6,25.96,40.8255,11.933,5.59314,0.029721,0.511603,1.62821,45.432,8.32286,6,30.0
8429,8429,6,25.96,40.8255,11.933,5.59314,0.029721,0.511603,1.62821,45.432,8.32286,14,30.0
8430,8430,6,25.96,40.8255,11.933,5.59314,0.029721,0.511603,1.62821,45.432,8.32286,0,30.0
8431,8431,6,25.96,40.8255,11.933,5.59314,0.029721,0.511603,1.62821,45.432,8.32286,13,30.0
8432,8432,6,25.96,40.8255,11.933,6.11472,0.034204,0.423741,2.70416,66.8284,8.29369,11,30.0
8433,8433,6,25.96,40.8255,11.933,6.11472,0.034204,0.423741,2.70416,66.8284,8.29369,12,30.0
8434,8434,6,25.96,40.8255,11.933,6.11472,0.034204,0.423741,2.70416,66.8284,8.29369,6,30.0
8435,8435,6,25.96,40.8255,11.933,6.11472,0.034204,0.423741,2.70416,66.8284,8.29369,14,30.0
8436,8436,6,25.96,40.8255,11.933,6.11472,0.034204,0.423741,2.70416,66.8284,8.29369,0,30.0
8437,8437,6,25.96,40.8255,11.933,6.11472,0.034204,0.423741,2.70416,66.8284,8.29369,13,30.0
8438,8438,6,25.96,40.8255,11.933,6.28397,0.042475,0.425035,3.9874,39.8503,12.2789,11,30.0
8439,8439,6,25.96,40.8255,11.933,6.28397,0.042475,0.425035,3.9874,39.8503,12.2789,12,30.0
8440,8440,6,25.96,40.8255,11.933,6.28397,0.042475,0.425035,3.9874,39.8503,12.2789,6,30.0
8441,8441,6,25.96,40.8255,11.933,6.28397,0.042475,0.425035,3.9874,39.8503,12.2789,14,30.0
8442,8442,6,25.96,40.8255,11.933,6.28397,0.042475,0.425035,3.9874,39.8503,12.2789,0,30.0
8443,8443,6,25.96,40.8255,11.933,6.28397,0.042475,0.425035,3.9874,39.8503,12.2789,13,30.0
8444,8444,6,25.96,40.8255,11.933,6.32332,0.05045,0.61603,2.12577,119.949,12.9885,11,30.0
8445,8445,6,25.96,40.8255,11.933,6.32332,0.05045,0.61603,2.12577,119.949,12.9885,12,30.0
8446,8446,6,25.96,40.8255,11.933,6.32332,0.05045,0.61603,2.12577,119.949,12.9885,6,30.0
8447,8447,6,25.96,40.8255,11.933,6.32332,0.05045,0.61603,2.12577,119.949,12.9885,14,30.0
8448,8448,6,25.96,40.8255,11.933,6.32332,0.05045,0.61603,2.12577,119.949,12.9885,0,30.0
8449,8449,6,25.96,40.8255,11.933,6.32332,0.05045,0.61603,2.12577,119.949,12.9885,13,30.0
8450,8450,6,25.96,40.8255,11.933,6.39926,0.051043,0.51877,3.12833,83.9697,10.2788,11,30.0
8451,8451,6,25.96,40.8255,11.933,6.39926,0.051043,0.51877,3.12833,83.9697,10.2788,12,30.0
8452,8452,6,25.96,40.8255,11.933,6.39926,0.051043,0.51877,3.12833,83.9697,10.2788,6,30.0
8453,8453,6,25.96,40.8255,11.933,6.39926,0.051043,0.51877,3.12833,83.9697,10.2788,14,30.0
8454,8454,6,25.96,40.8255,11.933,6.39926,0.051043,0.51877,3.12833,83.9697,10.2788,0,30.0
8455,8455,6,25.96,40.8255,11.933,6.39926,0.051043,0.51877,3.12833,83.9697,10.2788,13,30.0
8456,8456,6,25.96,40.8255,11.933,5.9832,0.037708,0.482312,2.16691,65.4433,7.90203,11,10.0
8457,8457,6,25.96,40.8255,11.933,5.9832,0.037708,0.482312,2.16691,65.4433,7.90203,12,10.0
8458,8458,6,25.96,40.8255,11.933,5.9832,0.037708,0.482312,2.16691,65.4433,7.90203,6,10.0
8459,8459,6,25.96,40.8255,11.933,5.9832,0.037708,0.482312,2.16691,65.4433,7.90203,14,10.0
8460,8460,6,25.96,40.8255,11.933,5.9832,0.037708,0.482312,2.16691,65.4433,7.90203,0,10.0
8461,8461,6,25.96,40.8255,11.933,5.9832,0.037708,0.482312,2.16691,65.4433,7.90203,13,10.0
8462,8462,6,25.96,40.8255,11.933,5.71482,0.035415,0.46067,3.22649,54.8468,12.6665,11,10.0
8463,8463,6,25.96,40.8255,11.933,5.71482,0.035415,0.46067,3.22649,54.8468,12.6665,12,10.0
8464,8464,6,25.96,40.8255,11.933,5.71482,0.035415,0.46067,3.22649,54.8468,12.6665,6,10.0
8465,8465,6,25.96,40.8255,11.933,5.71482,0.035415,0.46067,3.22649,54.8468,12.6665,14,10.0
8466,8466,6,25.96,40.8255,11.933,5.71482,0.035415,0.46067,3.22649,54.8468,12.6665,0,10.0
8467,8467,6,25.96,40.8255,11.933,5.71482,0.035415,0.46067,3.22649,54.8468,12.6665,13,10.0
8468,8468,6,25.96,40.8255,11.933,5.68003,0.031289,0.371361,4.31451,66.6092,9.20423,11,10.0
8469,8469,6,25.96,40.8255,11.933,5.68003,0.031289,0.371361,4.31451,66.6092,9.20423,12,10.0
8470,8470,6,25.96,40.8255,11.933,5.68003,0.031289,0.371361,4.31451,66.6092,9.20423,6,10.0
8471,8471,6,25.96,40.8255,11.933,5.68003,0.031289,0.371361,4.31451,66.6092,9.20423,14,10.0
8472,8472,6,25.96,40.8255,11.933,5.68003,0.031289,0.371361,4.31451,66.6092,9.20423,0,10.0
8473,8473,6,25.96,40.8255,11.933,5.68003,0.031289,0.371361,4.31451,66.6092,9.20423,13,10.0
8474,8474,6,25.96,40.8255,11.933,6.482,0.038628,0.58228,1.96253,127.836,14.6945,11,10.0
8475,8475,6,25.96,40.8255,11.933,6.482,0.038628,0.58228,1.96253,127.836,14.6945,12,10.0
8476,8476,6,25.96,40.8255,11.933,6.482,0.038628,0.58228,1.96253,127.836,14.6945,6,10.0
8477,8477,6,25.96,40.8255,11.933,6.482,0.038628,0.58228,1.96253,127.836,14.6945,14,10.0
8478,8478,6,25.96,40.8255,11.933,6.482,0.038628,0.58228,1.96253,127.836,14.6945,0,10.0
8479,8479,6,25.96,40.8255,11.933,6.482,0.038628,0.58228,1.96253,127.836,14.6945,13,10.0
8480,8480,6,25.96,40.8255,11.933,5.81302,0.040942,0.378534,3.83934,54.9037,7.93097,11,10.0
8481,8481,6,25.96,40.8255,11.933,5.81302,0.040942,0.378534,3.83934,54.9037,7.93097,12,10.0
8482,8482,6,25.96,40.8255,11.933,5.81302,0.040942,0.378534,3.83934,54.9037,7.93097,6,10.0
8483,8483,6,25.96,40.8255,11.933,5.81302,0.040942,0.378534,3.83934,54.9037,7.93097,14,10.0
8484,8484,6,25.96,40.8255,11.933,5.81302,0.040942,0.378534,3.83934,54.9037,7.93097,0,10.0
8485,8485,6,25.96,40.8255,11.933,5.81302,0.040942,0.378534,3.83934,54.9037,7.93097,13,10.0
8486,8486,6,25.96,40.8255,11.933,5.89071,0.0,0.0,0.0,0.0,7.62989,11,10.0
8487,8487,6,25.96,40.8255,11.933,5.89071,0.0,0.0,0.0,0.0,7.62989,12,10.0
8488,8488,6,25.96,40.8255,11.933,5.89071,0.0,0.0,0.0,0.0,7.62989,6,10.0
8489,8489,6,25.96,40.8255,11.933,5.89071,0.0,0.0,0.0,0.0,7.62989,14,10.0
8490,8490,6,25.96,40.8255,11.933,5.89071,0.0,0.0,0.0,0.0,7.62989,0,10.0
8491,8491,6,25.96,40.8255,11.933,5.89071,0.0,0.0,0.0,0.0,7.62989,13,10.0
8492,8492,6,25.96,40.8255,11.933,5.82572,0.034676,0.522874,2.81434,68.8502,14.9561,11,10.0
8493,8493,6,25.96,40.8255,11.933,5.82572,0.034676,0.522874,2.81434,68.8502,14.9561,12,10.0
8494,8494,6,25.96,40.8255,11.933,5.82572,0.034676,0.522874,2.81434,68.8502,14.9561,6,10.0
8495,8495,6,25.96,40.8255,11.933,5.82572,0.034676,0.522874,2.81434,68.8502,14.9561,14,10.0
8496,8496,6,25.96,40.8255,11.933,5.82572,0.034676,0.522874,2.81434,68.8502,14.9561,0,10.0
8497,8497,6,25.96,40.8255,11.933,5.82572,0.034676,0.522874,2.81434,68.8502,14.9561,13,10.0
8498,8498,6,25.96,40.8255,11.933,5.49163,0.035416,0.434716,2.49649,53.3586,8.09223,11,10.0
8499,8499,6,25.96,40.8255,11.933,5.49163,0.035416,0.434716,2.49649,53.3586,8.09223,12,10.0
8500,8500,6,25.96,40.8255,11.933,5.49163,0.035416,0.434716,2.49649,53.3586,8.09223,6,10.0
8501,8501,6,25.96,40.8255,11.933,5.49163,0.035416,0.434716,2.49649,53.3586,8.09223,14,10.0
8502,8502,6,25.96,40.8255,11.933,5.49163,0.035416,0.434716,2.49649,53.3586,8.09223,0,10.0
8503,8503,6,25.96,40.8255,11.933,5.49163,0.035416,0.434716,2.49649,53.3586,8.09223,13,10.0
8504,8504,6,25.96,40.8255,11.933,5.74973,0.026463,0.275935,4.22501,53.2824,11.0767,11,10.0
8505,8505,6,25.96,40.8255,11.933,5.74973,0.026463,0.275935,4.22501,53.2824,11.0767,12,10.0
8506,8506,6,25.96,40.8255,11.933,5.74973,0.026463,0.275935,4.22501,53.2824,11.0767,6,10.0
8507,8507,6,25.96,40.8255,11.933,5.74973,0.026463,0.275935,4.22501,53.2824,11.0767,14,10.0
8508,8508,6,25.96,40.8255,11.933,5.74973,0.026463,0.275935,4.22501,53.2824,11.0767,0,10.0
8509,8509,6,25.96,40.8255,11.933,5.74973,0.026463,0.275935,4.22501,53.2824,11.0767,13,10.0
8510,8510,6,25.96,40.8255,11.933,5.89719,0.038184,0.446625,3.95457,53.6974,8.17704,11,10.0
8511,8511,6,25.96,40.8255,11.933,5.89719,0.038184,0.446625,3.95457,53.6974,8.17704,12,10.0
8512,8512,6,25.96,40.8255,11.933,5.89719,0.038184,0.446625,3.95457,53.6974,8.17704,6,10.0
8513,8513,6,25.96,40.8255,11.933,5.89719,0.038184,0.446625,3.95457,53.6974,8.17704,14,10.0
8514,8514,6,25.96,40.8255,11.933,5.89719,0.038184,0.446625,3.95457,53.6974,8.17704,0,10.0
8515,8515,6,25.96,40.8255,11.933,5.89719,0.038184,0.446625,3.95457,53.6974,8.17704,13,10.0
8516,8516,6,25.96,40.8255,11.933,5.87095,0.021428,0.272484,3.72067,54.888,10.9917,11,10.0
8517,8517,6,25.96,40.8255,11.933,5.87095,0.021428,0.272484,3.72067,54.888,10.9917,12,10.0
8518,8518,6,25.96,40.8255,11.933,5.87095,0.021428,0.272484,3.72067,54.888,10.9917,6,10.0
8519,8519,6,25.96,40.8255,11.933,5.87095,0.021428,0.272484,3.72067,54.888,10.9917,14,10.0
8520,8520,6,25.96,40.8255,11.933,5.87095,0.021428,0.272484,3.72067,54.888,10.9917,0,10.0
8521,8521,6,25.96,40.8255,11.933,5.87095,0.021428,0.272484,3.72067,54.888,10.9917,13,10.0
8522,8522,6,25.96,40.8255,11.933,5.54478,0.028224,0.344662,3.50131,52.252,10.7701,11,10.0
8523,8523,6,25.96,40.8255,11.933,5.54478,0.028224,0.344662,3.50131,52.252,10.7701,12,10.0
8524,8524,6,25.96,40.8255,11.933,5.54478,0.028224,0.344662,3.50131,52.252,10.7701,6,10.0
8525,8525,6,25.96,40.8255,11.933,5.54478,0.028224,0.344662,3.50131,52.252,10.7701,14,10.0
8526,8526,6,25.96,40.8255,11.933,5.54478,0.028224,0.344662,3.50131,52.252,10.7701,0,10.0
8527,8527,6,25.96,40.8255,11.933,5.54478,0.028224,0.344662,3.50131,52.252,10.7701,13,10.0
8528,8528,6,25.96,40.8255,11.933,6.47569,0.057473,0.618335,3.44265,76.3158,11.0572,11,10.0
8529,8529,6,25.96,40.8255,11.933,6.47569,0.057473,0.618335,3.44265,76.3158,11.0572,12,10.0
8530,8530,6,25.96,40.8255,11.933,6.47569,0.057473,0.618335,3.44265,76.3158,11.0572,6,10.0
8531,8531,6,25.96,40.8255,11.933,6.47569,0.057473,0.618335,3.44265,76.3158,11.0572,14,10.0
8532,8532,6,25.96,40.8255,11.933,6.47569,0.057473,0.618335,3.44265,76.3158,11.0572,0,10.0
8533,8533,6,25.96,40.8255,11.933,6.47569,0.057473,0.618335,3.44265,76.3158,11.0572,13,10.0
8534,8534,6,25.96,40.8255,11.933,5.54684,0.030557,0.532284,5.17478,66.5609,8.32103,11,10.0
8535,8535,6,25.96,40.8255,11.933,5.54684,0.030557,0.532284,5.17478,66.5609,8.32103,12,10.0
8536,8536,6,25.96,40.8255,11.933,5.54684,0.030557,0.532284,5.17478,66.5609,8.32103,6,10.0
8537,8537,6,25.96,40.8255,11.933,5.54684,0.030557,0.532284,5.17478,66.5609,8.32103,14,10.0
8538,8538,6,25.96,40.8255,11.933,5.54684,0.030557,0.532284,5.17478,66.5609,8.32103,0,10.0
8539,8539,6,25.96,40.8255,11.933,5.54684,0.030557,0.532284,5.17478,66.5609,8.32103,13,10.0
8540,8540,6,25.96,40.8255,11.933,6.05783,0.053253,0.533526,3.48026,67.1993,13.0484,11,10.0
8541,8541,6,25.96,40.8255,11.933,6.05783,0.053253,0.533526,3.48026,67.1993,13.0484,12,10.0
8542,8542,6,25.96,40.8255,11.933,6.05783,0.053253,0.533526,3.48026,67.1993,13.0484,6,10.0
8543,8543,6,25.96,40.8255,11.933,6.05783,0.053253,0.533526,3.48026,67.1993,13.0484,14,10.0
8544,8544,6,25.96,40.8255,11.933,6.05783,0.053253,0.533526,3.48026,67.1993,13.0484,0,10.0
8545,8545,6,25.96,40.8255,11.933,6.05783,0.053253,0.533526,3.48026,67.1993,13.0484,13,10.0
8546,8546,6,25.96,40.8255,11.933,5.59535,0.049754,0.485907,3.55585,53.601,8.18995,11,10.0
8547,8547,6,25.96,40.8255,11.933,5.59535,0.049754,0.485907,3.55585,53.601,8.18995,12,10.0
8548,8548,6,25.96,40.8255,11.933,5.59535,0.049754,0.485907,3.55585,53.601,8.18995,6,10.0
8549,8549,6,25.96,40.8255,11.933,5.59535,0.049754,0.485907,3.55585,53.601,8.18995,14,10.0
8550,8550,6,25.96,40.8255,11.933,5.59535,0.049754,0.485907,3.55585,53.601,8.18995,0,10.0
8551,8551,6,25.96,40.8255,11.933,5.59535,0.049754,0.485907,3.55585,53.601,8.18995,13,10.0
8552,8552,6,25.96,40.8255,11.933,6.13998,0.090915,1.09397,9.44718,67.7345,10.2122,11,10.0
8553,8553,6,25.96,40.8255,11.933,6.13998,0.090915,1.09397,9.44718,67.7345,10.2122,12,10.0
8554,8554,6,25.96,40.8255,11.933,6.13998,0.090915,1.09397,9.44718,67.7345,10.2122,6,10.0
8555,8555,6,25.96,40.8255,11.933,6.13998,0.090915,1.09397,9.44718,67.7345,10.2122,14,10.0
8556,8556,6,25.96,40.8255,11.933,6.13998,0.090915,1.09397,9.44718,67.7345,10.2122,0,10.0
8557,8557,6,25.96,40.8255,11.933,6.13998,0.090915,1.09397,9.44718,67.7345,10.2122,13,10.0
8558,8558,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,11,10.0
8559,8559,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,12,10.0
8560,8560,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,6,10.0
8561,8561,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,14,10.0
8562,8562,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,0,10.0
8563,8563,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,13,10.0
8564,8564,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,11,10.0
8565,8565,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,12,10.0
8566,8566,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,6,10.0
8567,8567,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,14,10.0
8568,8568,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,0,10.0
8569,8569,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,13,10.0
8570,8570,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,11,10.0
8571,8571,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,12,10.0
8572,8572,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,6,10.0
8573,8573,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,14,10.0
8574,8574,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,0,10.0
8575,8575,6,25.96,40.8255,11.933,5.98072,0.049703,0.753786,3.28835,53.4415,8.83277,13,10.0
8576,8576,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,11,10.0
8577,8577,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,12,10.0
8578,8578,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,6,10.0
8579,8579,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,14,10.0
8580,8580,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,0,10.0
8581,8581,6,25.96,40.8255,11.933,6.44095,0.086509,0.91934,5.18318,99.0764,9.28732,13,10.0
8582,8582,6,25.96,40.8255,11.933,6.25517,0.096874,0.872514,4.38764,49.9989,10.7095,11,10.0
8583,8583,6,25.96,40.8255,11.933,6.25517,0.096874,0.872514,4.38764,49.9989,10.7095,12,10.0
8584,8584,6,25.96,40.8255,11.933,6.25517,0.096874,0.872514,4.38764,49.9989,10.7095,6,10.0
8585,8585,6,25.96,40.8255,11.933,6.25517,0.096874,0.872514,4.38764,49.9989,10.7095,14,10.0
8586,8586,6,25.96,40.8255,11.933,6.25517,0.096874,0.872514,4.38764,49.9989,10.7095,0,10.0
8587,8587,6,25.96,40.8255,11.933,6.25517,0.096874,0.872514,4.38764,49.9989,10.7095,13,10.0
8588,8588,6,25.96,40.8255,11.933,5.78436,0.044711,0.583358,3.65848,54.8128,10.9375,11,10.0
8589,8589,6,25.96,40.8255,11.933,5.78436,0.044711,0.583358,3.65848,54.8128,10.9375,12,10.0
8590,8590,6,25.96,40.8255,11.933,5.78436,0.044711,0.583358,3.65848,54.8128,10.9375,6,10.0
8591,8591,6,25.96,40.8255,11.933,5.78436,0.044711,0.583358,3.65848,54.8128,10.9375,14,10.0
8592,8592,6,25.96,40.8255,11.933,5.78436,0.044711,0.583358,3.65848,54.8128,10.9375,0,10.0
8593,8593,6,25.96,40.8255,11.933,5.78436,0.044711,0.583358,3.65848,54.8128,10.9375,13,10.0
8594,8594,6,25.96,40.8255,11.933,5.98781,0.039676,0.448688,4.31139,53.6241,10.2008,11,10.0
8595,8595,6,25.96,40.8255,11.933,5.98781,0.039676,0.448688,4.31139,53.6241,10.2008,12,10.0
8596,8596,6,25.96,40.8255,11.933,5.98781,0.039676,0.448688,4.31139,53.6241,10.2008,6,10.0
8597,8597,6,25.96,40.8255,11.933,5.98781,0.039676,0.448688,4.31139,53.6241,10.2008,14,10.0
8598,8598,6,25.96,40.8255,11.933,5.98781,0.039676,0.448688,4.31139,53.6241,10.2008,0,10.0
8599,8599,6,25.96,40.8255,11.933,5.98781,0.039676,0.448688,4.31139,53.6241,10.2008,13,10.0
8600,8600,6,25.96,40.8255,11.933,5.88491,0.033511,0.386977,4.31899,53.6241,7.95942,11,10.0
8601,8601,6,25.96,40.8255,11.933,5.88491,0.033511,0.386977,4.31899,53.6241,7.95942,12,10.0
8602,8602,6,25.96,40.8255,11.933,5.88491,0.033511,0.386977,4.31899,53.6241,7.95942,6,10.0
8603,8603,6,25.96,40.8255,11.933,5.88491,0.033511,0.386977,4.31899,53.6241,7.95942,14,10.0
8604,8604,6,25.96,40.8255,11.933,5.88491,0.033511,0.386977,4.31899,53.6241,7.95942,0,10.0
8605,8605,6,25.96,40.8255,11.933,5.88491,0.033511,0.386977,4.31899,53.6241,7.95942,13,10.0
8606,8606,6,25.96,40.8255,11.933,5.52849,0.034081,0.462909,1.37765,53.3726,8.87114,11,10.0
8607,8607,6,25.96,40.8255,11.933,5.52849,0.034081,0.462909,1.37765,53.3726,8.87114,12,10.0
8608,8608,6,25.96,40.8255,11.933,5.52849,0.034081,0.462909,1.37765,53.3726,8.87114,6,10.0
8609,8609,6,25.96,40.8255,11.933,5.52849,0.034081,0.462909,1.37765,53.3726,8.87114,14,10.0
8610,8610,6,25.96,40.8255,11.933,5.52849,0.034081,0.462909,1.37765,53.3726,8.87114,0,10.0
8611,8611,6,25.96,40.8255,11.933,5.52849,0.034081,0.462909,1.37765,53.3726,8.87114,13,10.0
8612,8612,6,25.96,40.8255,11.933,5.6605,0.03131,0.489676,3.84748,53.3027,10.9454,11,10.0
8613,8613,6,25.96,40.8255,11.933,5.6605,0.03131,0.489676,3.84748,53.3027,10.9454,12,10.0
8614,8614,6,25.96,40.8255,11.933,5.6605,0.03131,0.489676,3.84748,53.3027,10.9454,6,10.0
8615,8615,6,25.96,40.8255,11.933,5.6605,0.03131,0.489676,3.84748,53.3027,10.9454,14,10.0
8616,8616,6,25.96,40.8255,11.933,5.6605,0.03131,0.489676,3.84748,53.3027,10.9454,0,10.0
8617,8617,6,25.96,40.8255,11.933,5.6605,0.03131,0.489676,3.84748,53.3027,10.9454,13,10.0
8618,8618,6,25.96,40.8255,11.933,6.04975,0.031607,0.369779,3.97233,67.1537,9.06019,11,10.0
8619,8619,6,25.96,40.8255,11.933,6.04975,0.031607,0.369779,3.97233,67.1537,9.06019,12,10.0
8620,8620,6,25.96,40.8255,11.933,6.04975,0.031607,0.369779,3.97233,67.1537,9.06019,6,10.0
8621,8621,6,25.96,40.8255,11.933,6.04975,0.031607,0.369779,3.97233,67.1537,9.06019,14,10.0
8622,8622,6,25.96,40.8255,11.933,6.04975,0.031607,0.369779,3.97233,67.1537,9.06019,0,10.0
8623,8623,6,25.96,40.8255,11.933,6.04975,0.031607,0.369779,3.97233,67.1537,9.06019,13,10.0
8624,8624,6,25.96,40.8255,11.933,5.51578,0.060025,0.533695,7.21703,45.9285,8.12197,11,10.0
8625,8625,6,25.96,40.8255,11.933,5.51578,0.060025,0.533695,7.21703,45.9285,8.12197,12,10.0
8626,8626,6,25.96,40.8255,11.933,5.51578,0.060025,0.533695,7.21703,45.9285,8.12197,6,10.0
8627,8627,6,25.96,40.8255,11.933,5.51578,0.060025,0.533695,7.21703,45.9285,8.12197,14,10.0
8628,8628,6,25.96,40.8255,11.933,5.51578,0.060025,0.533695,7.21703,45.9285,8.12197,0,10.0
8629,8629,6,25.96,40.8255,11.933,5.51578,0.060025,0.533695,7.21703,45.9285,8.12197,13,10.0
8630,8630,6,25.96,40.8255,11.933,6.07594,0.045086,0.602111,2.10764,83.1411,9.87664,11,10.0
8631,8631,6,25.96,40.8255,11.933,6.07594,0.045086,0.602111,2.10764,83.1411,9.87664,12,10.0
8632,8632,6,25.96,40.8255,11.933,6.07594,0.045086,0.602111,2.10764,83.1411,9.87664,6,10.0
8633,8633,6,25.96,40.8255,11.933,6.07594,0.045086,0.602111,2.10764,83.1411,9.87664,14,10.0
8634,8634,6,25.96,40.8255,11.933,6.07594,0.045086,0.602111,2.10764,83.1411,9.87664,0,10.0
