,index,state,rainfall,temperature,mean_humidity,mean_rainfall,Farm,pH,N,OC,P,Ca,Mg,K,Na,Zn,Cu,Mn,Fe,VEGETATION,MAJOR_CROP,slope,avg_depth,avg_soil_ph
2478,2478,1,695.9,26.630000000000003,36.412,11.5975,1,6.38013,0.04857,0.836806,3.48457,175.913,144.346,78.0947,17.6656,1.53778,1.21561,0.0,0.0,0,13,13.0,10.0,5.8
2479,2479,1,695.9,26.630000000000003,36.412,11.5975,1,6.38013,0.04857,0.836806,3.48457,175.913,144.346,78.0947,17.6656,1.53778,1.21561,0.0,0.0,0,12,13.0,10.0,5.8
2480,2480,1,695.9,26.630000000000003,36.412,11.5975,1,6.38013,0.04857,0.836806,3.48457,175.913,144.346,78.0947,17.6656,1.53778,1.21561,0.0,0.0,0,4,13.0,10.0,5.8
2481,2481,1,695.9,26.630000000000003,36.412,11.5975,1,5.97,0.04,0.54,8.64,167.09,78.23,60.5,8.38,1.34,0.65,0.0,0.0,0,2,13.0,10.0,5.8
2482,2482,1,695.9,26.630000000000003,36.412,11.5975,1,5.97,0.04,0.54,8.64,167.09,78.23,60.5,8.38,1.34,0.65,0.0,0.0,0,11,13.0,10.0,5.8
2483,2483,1,695.9,26.630000000000003,36.412,11.5975,1,5.97,0.04,0.54,8.64,167.09,78.23,60.5,8.38,1.34,0.65,0.0,0.0,0,1,13.0,10.0,5.8
2484,2484,1,695.9,26.630000000000003,36.412,11.5975,1,5.97,0.04,0.54,8.64,167.09,78.23,60.5,8.38,1.34,0.65,0.0,0.0,0,6,13.0,10.0,5.8
2485,2485,1,695.9,26.630000000000003,36.412,11.5975,1,5.97,0.04,0.54,8.64,167.09,78.23,60.5,8.38,1.34,0.65,0.0,0.0,0,13,13.0,10.0,5.8
2486,2486,1,695.9,26.630000000000003,36.412,11.5975,1,5.97,0.04,0.54,8.64,167.09,78.23,60.5,8.38,1.34,0.65,0.0,0.0,0,12,13.0,10.0,5.8
2487,2487,1,695.9,26.630000000000003,36.412,11.5975,1,5.97,0.04,0.54,8.64,167.09,78.23,60.5,8.38,1.34,0.65,0.0,0.0,0,4,13.0,10.0,5.8
2488,2488,1,695.9,26.630000000000003,36.412,11.5975,1,5.7,0.05,0.79,7.42,107.36,77.19,50.6,10.75,1.16,0.51,0.0,0.0,0,2,13.0,10.0,5.8
2489,2489,1,695.9,26.630000000000003,36.412,11.5975,1,5.7,0.05,0.79,7.42,107.36,77.19,50.6,10.75,1.16,0.51,0.0,0.0,0,11,13.0,10.0,5.8
2490,2490,1,695.9,26.630000000000003,36.412,11.5975,1,5.7,0.05,0.79,7.42,107.36,77.19,50.6,10.75,1.16,0.51,0.0,0.0,0,1,13.0,10.0,5.8
2491,2491,1,695.9,26.630000000000003,36.412,11.5975,1,5.7,0.05,0.79,7.42,107.36,77.19,50.6,10.75,1.16,0.51,0.0,0.0,0,6,13.0,10.0,5.8
2492,2492,1,695.9,26.630000000000003,36.412,11.5975,1,5.7,0.05,0.79,7.42,107.36,77.19,50.6,10.75,1.16,0.51,0.0,0.0,0,13,13.0,10.0,5.8
2493,2493,1,695.9,26.630000000000003,36.412,11.5975,1,5.7,0.05,0.79,7.42,107.36,77.19,50.6,10.75,1.16,0.51,0.0,0.0,0,12,13.0,10.0,5.8
2494,2494,1,695.9,26.630000000000003,36.412,11.5975,1,5.7,0.05,0.79,7.42,107.36,77.19,50.6,10.75,1.16,0.51,0.0,0.0,0,4,13.0,10.0,5.8
2495,2495,1,695.9,26.630000000000003,36.412,11.5975,1,5.48372,0.046932,0.724844,3.81007,58.0482,102.65,86.4497,15.7006,1.00135,0.392825,0.0,0.0,0,2,13.0,10.0,5.8
2496,2496,1,695.9,26.630000000000003,36.412,11.5975,1,5.48372,0.046932,0.724844,3.81007,58.0482,102.65,86.4497,15.7006,1.00135,0.392825,0.0,0.0,0,11,13.0,10.0,5.8
2497,2497,1,695.9,26.630000000000003,36.412,11.5975,1,5.48372,0.046932,0.724844,3.81007,58.0482,102.65,86.4497,15.7006,1.00135,0.392825,0.0,0.0,0,1,13.0,10.0,5.8
2498,2498,1,695.9,26.630000000000003,36.412,11.5975,1,5.48372,0.046932,0.724844,3.81007,58.0482,102.65,86.4497,15.7006,1.00135,0.392825,0.0,0.0,0,6,13.0,10.0,5.8
2499,2499,1,695.9,26.630000000000003,36.412,11.5975,1,5.48372,0.046932,0.724844,3.81007,58.0482,102.65,86.4497,15.7006,1.00135,0.392825,0.0,0.0,0,13,13.0,10.0,5.8
2500,2500,1,695.9,26.630000000000003,36.412,11.5975,1,5.48372,0.046932,0.724844,3.81007,58.0482,102.65,86.4497,15.7006,1.00135,0.392825,0.0,0.0,0,12,13.0,10.0,5.8
2501,2501,1,695.9,26.630000000000003,36.412,11.5975,1,5.48372,0.046932,0.724844,3.81007,58.0482,102.65,86.4497,15.7006,1.00135,0.392825,0.0,0.0,0,4,13.0,10.0,5.8
2502,2502,1,695.9,26.630000000000003,36.412,11.5975,1,6.16476,0.042207,0.514782,3.3909,51.5491,61.6604,40.065,12.802,0.784722,1.10888,0.0,0.0,0,2,13.0,10.0,5.8
2503,2503,1,695.9,26.630000000000003,36.412,11.5975,1,6.16476,0.042207,0.514782,3.3909,51.5491,61.6604,40.065,12.802,0.784722,1.10888,0.0,0.0,0,11,13.0,10.0,5.8
2504,2504,1,695.9,26.630000000000003,36.412,11.5975,1,6.16476,0.042207,0.514782,3.3909,51.5491,61.6604,40.065,12.802,0.784722,1.10888,0.0,0.0,0,1,13.0,10.0,5.8
2505,2505,1,695.9,26.630000000000003,36.412,11.5975,1,6.16476,0.042207,0.514782,3.3909,51.5491,61.6604,40.065,12.802,0.784722,1.10888,0.0,0.0,0,6,13.0,10.0,5.8
2506,2506,1,695.9,26.630000000000003,36.412,11.5975,1,6.16476,0.042207,0.514782,3.3909,51.5491,61.6604,40.065,12.802,0.784722,1.10888,0.0,0.0,0,13,13.0,10.0,5.8
2507,2507,1,695.9,26.630000000000003,36.412,11.5975,1,6.16476,0.042207,0.514782,3.3909,51.5491,61.6604,40.065,12.802,0.784722,1.10888,0.0,0.0,0,12,13.0,10.0,5.8
2508,2508,1,695.9,26.630000000000003,36.412,11.5975,1,6.16476,0.042207,0.514782,3.3909,51.5491,61.6604,40.065,12.802,0.784722,1.10888,0.0,0.0,0,4,13.0,10.0,5.8
2509,2509,1,695.9,26.630000000000003,36.412,11.5975,1,6.09624,0.043065,0.486024,3.55922,92.5384,50.3532,40.548,11.1477,0.67449,2.16768,0.0,0.0,0,2,13.0,10.0,5.8
2510,2510,1,695.9,26.630000000000003,36.412,11.5975,1,6.09624,0.043065,0.486024,3.55922,92.5384,50.3532,40.548,11.1477,0.67449,2.16768,0.0,0.0,0,11,13.0,10.0,5.8
2511,2511,1,695.9,26.630000000000003,36.412,11.5975,1,6.09624,0.043065,0.486024,3.55922,92.5384,50.3532,40.548,11.1477,0.67449,2.16768,0.0,0.0,0,1,13.0,10.0,5.8
2512,2512,1,695.9,26.630000000000003,36.412,11.5975,1,6.09624,0.043065,0.486024,3.55922,92.5384,50.3532,40.548,11.1477,0.67449,2.16768,0.0,0.0,0,6,13.0,10.0,5.8
2513,2513,1,695.9,26.630000000000003,36.412,11.5975,1,6.09624,0.043065,0.486024,3.55922,92.5384,50.3532,40.548,11.1477,0.67449,2.16768,0.0,0.0,0,13,13.0,10.0,5.8
2514,2514,1,695.9,26.630000000000003,36.412,11.5975,1,6.09624,0.043065,0.486024,3.55922,92.5384,50.3532,40.548,11.1477,0.67449,2.16768,0.0,0.0,0,12,13.0,10.0,5.8
2515,2515,1,695.9,26.630000000000003,36.412,11.5975,1,6.09624,0.043065,0.486024,3.55922,92.5384,50.3532,40.548,11.1477,0.67449,2.16768,0.0,0.0,0,4,13.0,10.0,5.8
2516,2516,1,695.9,26.630000000000003,36.412,11.5975,1,6.14951,0.085053,0.81471,4.01106,62.0341,46.7552,12.9446,8.67511,0.97668,0.937133,0.0,0.0,0,2,13.0,10.0,5.8
2517,2517,1,695.9,26.630000000000003,36.412,11.5975,1,6.14951,0.085053,0.81471,4.01106,62.0341,46.7552,12.9446,8.67511,0.97668,0.937133,0.0,0.0,0,11,13.0,10.0,5.8
2518,2518,1,695.9,26.630000000000003,36.412,11.5975,1,6.14951,0.085053,0.81471,4.01106,62.0341,46.7552,12.9446,8.67511,0.97668,0.937133,0.0,0.0,0,1,13.0,10.0,5.8
2519,2519,1,695.9,26.630000000000003,36.412,11.5975,1,6.14951,0.085053,0.81471,4.01106,62.0341,46.7552,12.9446,8.67511,0.97668,0.937133,0.0,0.0,0,6,13.0,10.0,5.8
2520,2520,1,695.9,26.630000000000003,36.412,11.5975,1,6.14951,0.085053,0.81471,4.01106,62.0341,46.7552,12.9446,8.67511,0.97668,0.937133,0.0,0.0,0,13,13.0,10.0,5.8
2521,2521,1,695.9,26.630000000000003,36.412,11.5975,1,6.14951,0.085053,0.81471,4.01106,62.0341,46.7552,12.9446,8.67511,0.97668,0.937133,0.0,0.0,0,12,13.0,10.0,5.8
2522,2522,1,695.9,26.630000000000003,36.412,11.5975,1,6.14951,0.085053,0.81471,4.01106,62.0341,46.7552,12.9446,8.67511,0.97668,0.937133,0.0,0.0,0,4,13.0,10.0,5.8
2523,2523,1,695.9,26.630000000000003,36.412,11.5975,1,6.14324,0.055915,0.601372,3.32981,43.9845,61.0766,11.2995,10.597,0.703821,0.990294,0.0,0.0,0,2,13.0,10.0,5.8
2524,2524,1,695.9,26.630000000000003,36.412,11.5975,1,6.14324,0.055915,0.601372,3.32981,43.9845,61.0766,11.2995,10.597,0.703821,0.990294,0.0,0.0,0,11,13.0,10.0,5.8
2525,2525,1,695.9,26.630000000000003,36.412,11.5975,1,6.14324,0.055915,0.601372,3.32981,43.9845,61.0766,11.2995,10.597,0.703821,0.990294,0.0,0.0,0,1,13.0,10.0,5.8
2526,2526,1,695.9,26.630000000000003,36.412,11.5975,1,6.14324,0.055915,0.601372,3.32981,43.9845,61.0766,11.2995,10.597,0.703821,0.990294,0.0,0.0,0,6,13.0,10.0,5.8
2527,2527,1,695.9,26.630000000000003,36.412,11.5975,1,6.14324,0.055915,0.601372,3.32981,43.9845,61.0766,11.2995,10.597,0.703821,0.990294,0.0,0.0,0,13,13.0,10.0,5.8
2528,2528,1,695.9,26.630000000000003,36.412,11.5975,1,6.14324,0.055915,0.601372,3.32981,43.9845,61.0766,11.2995,10.597,0.703821,0.990294,0.0,0.0,0,12,13.0,10.0,5.8
2529,2529,1,695.9,26.630000000000003,36.412,11.5975,1,6.14324,0.055915,0.601372,3.32981,43.9845,61.0766,11.2995,10.597,0.703821,0.990294,0.0,0.0,0,4,13.0,10.0,5.8
2530,2530,1,695.9,26.630000000000003,36.412,11.5975,1,5.92809,0.05347,0.533042,2.57088,40.2607,37.9183,12.8601,14.0035,0.692617,1.07435,0.0,0.0,0,2,13.0,10.0,5.8
2531,2531,1,695.9,26.630000000000003,36.412,11.5975,1,5.92809,0.05347,0.533042,2.57088,40.2607,37.9183,12.8601,14.0035,0.692617,1.07435,0.0,0.0,0,11,13.0,10.0,5.8
2532,2532,1,695.9,26.630000000000003,36.412,11.5975,1,5.92809,0.05347,0.533042,2.57088,40.2607,37.9183,12.8601,14.0035,0.692617,1.07435,0.0,0.0,0,1,13.0,10.0,5.8
2533,2533,1,695.9,26.630000000000003,36.412,11.5975,1,5.92809,0.05347,0.533042,2.57088,40.2607,37.9183,12.8601,14.0035,0.692617,1.07435,0.0,0.0,0,6,13.0,10.0,5.8
2534,2534,1,695.9,26.630000000000003,36.412,11.5975,1,5.92809,0.05347,0.533042,2.57088,40.2607,37.9183,12.8601,14.0035,0.692617,1.07435,0.0,0.0,0,13,13.0,10.0,5.8
2535,2535,1,695.9,26.630000000000003,36.412,11.5975,1,5.92809,0.05347,0.533042,2.57088,40.2607,37.9183,12.8601,14.0035,0.692617,1.07435,0.0,0.0,0,12,13.0,10.0,5.8
2536,2536,1,695.9,26.630000000000003,36.412,11.5975,1,5.92809,0.05347,0.533042,2.57088,40.2607,37.9183,12.8601,14.0035,0.692617,1.07435,0.0,0.0,0,4,13.0,10.0,5.8
2537,2537,1,695.9,26.630000000000003,36.412,11.5975,2,7.02206,0.057522,0.529007,3.83905,329.092,212.985,110.976,13.7425,1.52802,1.03425,68.5681,86.6882,5,2,2.0,30.0,5.9
2538,2538,1,695.9,26.630000000000003,36.412,11.5975,2,7.02206,0.057522,0.529007,3.83905,329.092,212.985,110.976,13.7425,1.52802,1.03425,68.5681,86.6882,5,9,2.0,30.0,5.9
2539,2539,1,695.9,26.630000000000003,36.412,11.5975,2,7.02206,0.057522,0.529007,3.83905,329.092,212.985,110.976,13.7425,1.52802,1.03425,68.5681,86.6882,5,13,2.0,30.0,5.9
2540,2540,1,695.9,26.630000000000003,36.412,11.5975,2,7.02206,0.057522,0.529007,3.83905,329.092,212.985,110.976,13.7425,1.52802,1.03425,68.5681,86.6882,5,14,2.0,30.0,5.9
2541,2541,1,695.9,26.630000000000003,36.412,11.5975,2,7.02206,0.057522,0.529007,3.83905,329.092,212.985,110.976,13.7425,1.52802,1.03425,68.5681,86.6882,5,3,2.0,30.0,5.9
2542,2542,1,695.9,26.630000000000003,36.412,11.5975,2,6.38788,0.019121,0.249687,3.93268,207.834,57.8237,62.3379,18.7204,0.927138,0.344338,53.3643,53.8929,5,2,2.0,30.0,5.9
2543,2543,1,695.9,26.630000000000003,36.412,11.5975,2,6.38788,0.019121,0.249687,3.93268,207.834,57.8237,62.3379,18.7204,0.927138,0.344338,53.3643,53.8929,5,9,2.0,30.0,5.9
2544,2544,1,695.9,26.630000000000003,36.412,11.5975,2,6.38788,0.019121,0.249687,3.93268,207.834,57.8237,62.3379,18.7204,0.927138,0.344338,53.3643,53.8929,5,13,2.0,30.0,5.9
2545,2545,1,695.9,26.630000000000003,36.412,11.5975,2,6.38788,0.019121,0.249687,3.93268,207.834,57.8237,62.3379,18.7204,0.927138,0.344338,53.3643,53.8929,5,14,2.0,30.0,5.9
2546,2546,1,695.9,26.630000000000003,36.412,11.5975,2,6.38788,0.019121,0.249687,3.93268,207.834,57.8237,62.3379,18.7204,0.927138,0.344338,53.3643,53.8929,5,3,2.0,30.0,5.9
2547,2547,1,695.9,26.630000000000003,36.412,11.5975,2,6.02977,0.056954,0.620984,5.00733,458.501,203.285,100.675,16.681,1.46981,1.58721,196.158,176.455,5,2,2.0,30.0,5.9
2548,2548,1,695.9,26.630000000000003,36.412,11.5975,2,6.02977,0.056954,0.620984,5.00733,458.501,203.285,100.675,16.681,1.46981,1.58721,196.158,176.455,5,9,2.0,30.0,5.9
2549,2549,1,695.9,26.630000000000003,36.412,11.5975,2,6.02977,0.056954,0.620984,5.00733,458.501,203.285,100.675,16.681,1.46981,1.58721,196.158,176.455,5,13,2.0,30.0,5.9
2550,2550,1,695.9,26.630000000000003,36.412,11.5975,2,6.02977,0.056954,0.620984,5.00733,458.501,203.285,100.675,16.681,1.46981,1.58721,196.158,176.455,5,14,2.0,30.0,5.9
2551,2551,1,695.9,26.630000000000003,36.412,11.5975,2,6.02977,0.056954,0.620984,5.00733,458.501,203.285,100.675,16.681,1.46981,1.58721,196.158,176.455,5,3,2.0,30.0,5.9
2552,2552,1,695.9,26.630000000000003,36.412,11.5975,2,6.44157,0.036269,0.372672,1.3662,467.947,65.7713,48.4498,29.8679,0.732748,1.02574,74.8046,96.1805,5,2,2.0,30.0,5.9
2553,2553,1,695.9,26.630000000000003,36.412,11.5975,2,6.44157,0.036269,0.372672,1.3662,467.947,65.7713,48.4498,29.8679,0.732748,1.02574,74.8046,96.1805,5,9,2.0,30.0,5.9
2554,2554,1,695.9,26.630000000000003,36.412,11.5975,2,6.44157,0.036269,0.372672,1.3662,467.947,65.7713,48.4498,29.8679,0.732748,1.02574,74.8046,96.1805,5,13,2.0,30.0,5.9
2555,2555,1,695.9,26.630000000000003,36.412,11.5975,2,6.44157,0.036269,0.372672,1.3662,467.947,65.7713,48.4498,29.8679,0.732748,1.02574,74.8046,96.1805,5,14,2.0,30.0,5.9
2556,2556,1,695.9,26.630000000000003,36.412,11.5975,2,6.44157,0.036269,0.372672,1.3662,467.947,65.7713,48.4498,29.8679,0.732748,1.02574,74.8046,96.1805,5,3,2.0,30.0,5.9
2557,2557,1,695.9,26.630000000000003,36.412,11.5975,2,6.20647,0.04565,0.757182,1.43482,402.632,118.259,68.9031,28.6878,1.12463,1.03127,102.354,120.066,5,2,2.0,30.0,5.9
2558,2558,1,695.9,26.630000000000003,36.412,11.5975,2,6.20647,0.04565,0.757182,1.43482,402.632,118.259,68.9031,28.6878,1.12463,1.03127,102.354,120.066,5,9,2.0,30.0,5.9
2559,2559,1,695.9,26.630000000000003,36.412,11.5975,2,6.20647,0.04565,0.757182,1.43482,402.632,118.259,68.9031,28.6878,1.12463,1.03127,102.354,120.066,5,13,2.0,30.0,5.9
2560,2560,1,695.9,26.630000000000003,36.412,11.5975,2,6.20647,0.04565,0.757182,1.43482,402.632,118.259,68.9031,28.6878,1.12463,1.03127,102.354,120.066,5,14,2.0,30.0,5.9
2561,2561,1,695.9,26.630000000000003,36.412,11.5975,2,6.20647,0.04565,0.757182,1.43482,402.632,118.259,68.9031,28.6878,1.12463,1.03127,102.354,120.066,5,3,2.0,30.0,5.9
2562,2562,1,695.9,26.630000000000003,36.412,11.5975,2,5.6158,0.023057,0.265249,1.45443,165.512,22.7779,31.3752,14.8844,0.666192,0.087398,40.0966,108.734,5,2,2.0,30.0,5.9
2563,2563,1,695.9,26.630000000000003,36.412,11.5975,2,5.6158,0.023057,0.265249,1.45443,165.512,22.7779,31.3752,14.8844,0.666192,0.087398,40.0966,108.734,5,9,2.0,30.0,5.9
2564,2564,1,695.9,26.630000000000003,36.412,11.5975,2,5.6158,0.023057,0.265249,1.45443,165.512,22.7779,31.3752,14.8844,0.666192,0.087398,40.0966,108.734,5,13,2.0,30.0,5.9
2565,2565,1,695.9,26.630000000000003,36.412,11.5975,2,5.6158,0.023057,0.265249,1.45443,165.512,22.7779,31.3752,14.8844,0.666192,0.087398,40.0966,108.734,5,14,2.0,30.0,5.9
2566,2566,1,695.9,26.630000000000003,36.412,11.5975,2,5.6158,0.023057,0.265249,1.45443,165.512,22.7779,31.3752,14.8844,0.666192,0.087398,40.0966,108.734,5,3,2.0,30.0,5.9
2567,2567,1,695.9,26.630000000000003,36.412,11.5975,2,5.83078,0.017389,0.29734,1.4342,234.34,43.7023,26.9854,14.9842,0.807806,0.132995,32.2335,62.0068,5,2,2.0,30.0,5.9
2568,2568,1,695.9,26.630000000000003,36.412,11.5975,2,5.83078,0.017389,0.29734,1.4342,234.34,43.7023,26.9854,14.9842,0.807806,0.132995,32.2335,62.0068,5,9,2.0,30.0,5.9
2569,2569,1,695.9,26.630000000000003,36.412,11.5975,2,5.83078,0.017389,0.29734,1.4342,234.34,43.7023,26.9854,14.9842,0.807806,0.132995,32.2335,62.0068,5,13,2.0,30.0,5.9
2570,2570,1,695.9,26.630000000000003,36.412,11.5975,2,5.83078,0.017389,0.29734,1.4342,234.34,43.7023,26.9854,14.9842,0.807806,0.132995,32.2335,62.0068,5,14,2.0,30.0,5.9
2571,2571,1,695.9,26.630000000000003,36.412,11.5975,2,5.83078,0.017389,0.29734,1.4342,234.34,43.7023,26.9854,14.9842,0.807806,0.132995,32.2335,62.0068,5,3,2.0,30.0,5.9
2572,2572,1,695.9,26.630000000000003,36.412,11.5975,2,6.28942,0.01562,0.210886,2.56549,252.999,42.0154,33.0634,11.4575,0.593373,0.424021,48.133,82.8567,5,2,2.0,30.0,5.9
2573,2573,1,695.9,26.630000000000003,36.412,11.5975,2,6.28942,0.01562,0.210886,2.56549,252.999,42.0154,33.0634,11.4575,0.593373,0.424021,48.133,82.8567,5,9,2.0,30.0,5.9
2574,2574,1,695.9,26.630000000000003,36.412,11.5975,2,6.28942,0.01562,0.210886,2.56549,252.999,42.0154,33.0634,11.4575,0.593373,0.424021,48.133,82.8567,5,13,2.0,30.0,5.9
2575,2575,1,695.9,26.630000000000003,36.412,11.5975,2,6.28942,0.01562,0.210886,2.56549,252.999,42.0154,33.0634,11.4575,0.593373,0.424021,48.133,82.8567,5,14,2.0,30.0,5.9
2576,2576,1,695.9,26.630000000000003,36.412,11.5975,2,6.28942,0.01562,0.210886,2.56549,252.999,42.0154,33.0634,11.4575,0.593373,0.424021,48.133,82.8567,5,3,2.0,30.0,5.9
2577,2577,1,695.9,26.630000000000003,36.412,11.5975,2,5.48997,0.030244,0.400631,1.78279,73.2619,27.7986,19.7219,8.2314,0.732597,0.264611,71.5138,111.747,5,2,2.0,30.0,5.9
2578,2578,1,695.9,26.630000000000003,36.412,11.5975,2,5.48997,0.030244,0.400631,1.78279,73.2619,27.7986,19.7219,8.2314,0.732597,0.264611,71.5138,111.747,5,9,2.0,30.0,5.9
2579,2579,1,695.9,26.630000000000003,36.412,11.5975,2,5.48997,0.030244,0.400631,1.78279,73.2619,27.7986,19.7219,8.2314,0.732597,0.264611,71.5138,111.747,5,13,2.0,30.0,5.9
2580,2580,1,695.9,26.630000000000003,36.412,11.5975,2,5.48997,0.030244,0.400631,1.78279,73.2619,27.7986,19.7219,8.2314,0.732597,0.264611,71.5138,111.747,5,14,2.0,30.0,5.9
2581,2581,1,695.9,26.630000000000003,36.412,11.5975,2,5.48997,0.030244,0.400631,1.78279,73.2619,27.7986,19.7219,8.2314,0.732597,0.264611,71.5138,111.747,5,3,2.0,30.0,5.9
2582,2582,1,695.9,26.630000000000003,36.412,11.5975,2,6.08196,0.015197,0.290648,3.24303,133.375,24.9046,24.4036,8.82208,0.978419,0.151107,69.2568,72.2716,5,2,2.0,30.0,5.9
2583,2583,1,695.9,26.630000000000003,36.412,11.5975,2,6.08196,0.015197,0.290648,3.24303,133.375,24.9046,24.4036,8.82208,0.978419,0.151107,69.2568,72.2716,5,9,2.0,30.0,5.9
2584,2584,1,695.9,26.630000000000003,36.412,11.5975,2,6.08196,0.015197,0.290648,3.24303,133.375,24.9046,24.4036,8.82208,0.978419,0.151107,69.2568,72.2716,5,13,2.0,30.0,5.9
2585,2585,1,695.9,26.630000000000003,36.412,11.5975,2,6.08196,0.015197,0.290648,3.24303,133.375,24.9046,24.4036,8.82208,0.978419,0.151107,69.2568,72.2716,5,14,2.0,30.0,5.9
2586,2586,1,695.9,26.630000000000003,36.412,11.5975,2,6.08196,0.015197,0.290648,3.24303,133.375,24.9046,24.4036,8.82208,0.978419,0.151107,69.2568,72.2716,5,3,2.0,30.0,5.9
2587,2587,1,695.9,26.630000000000003,36.412,11.5975,2,6.06445,0.021017,0.317378,2.4401,144.256,32.6071,31.4248,8.79661,0.800922,0.375132,53.7926,114.679,5,2,2.0,30.0,5.9
2588,2588,1,695.9,26.630000000000003,36.412,11.5975,2,6.06445,0.021017,0.317378,2.4401,144.256,32.6071,31.4248,8.79661,0.800922,0.375132,53.7926,114.679,5,9,2.0,30.0,5.9
2589,2589,1,695.9,26.630000000000003,36.412,11.5975,2,6.06445,0.021017,0.317378,2.4401,144.256,32.6071,31.4248,8.79661,0.800922,0.375132,53.7926,114.679,5,13,2.0,30.0,5.9
2590,2590,1,695.9,26.630000000000003,36.412,11.5975,2,6.06445,0.021017,0.317378,2.4401,144.256,32.6071,31.4248,8.79661,0.800922,0.375132,53.7926,114.679,5,14,2.0,30.0,5.9
2591,2591,1,695.9,26.630000000000003,36.412,11.5975,2,6.06445,0.021017,0.317378,2.4401,144.256,32.6071,31.4248,8.79661,0.800922,0.375132,53.7926,114.679,5,3,2.0,30.0,5.9
2592,2592,1,695.9,26.630000000000003,36.412,11.5975,2,6.56526,0.102057,1.16444,4.36213,622.573,323.651,145.695,14.4315,2.03783,1.45211,156.447,110.729,5,2,2.0,10.0,5.9
2593,2593,1,695.9,26.630000000000003,36.412,11.5975,2,6.56526,0.102057,1.16444,4.36213,622.573,323.651,145.695,14.4315,2.03783,1.45211,156.447,110.729,5,9,2.0,10.0,5.9
2594,2594,1,695.9,26.630000000000003,36.412,11.5975,2,6.56526,0.102057,1.16444,4.36213,622.573,323.651,145.695,14.4315,2.03783,1.45211,156.447,110.729,5,13,2.0,10.0,5.9
2595,2595,1,695.9,26.630000000000003,36.412,11.5975,2,6.56526,0.102057,1.16444,4.36213,622.573,323.651,145.695,14.4315,2.03783,1.45211,156.447,110.729,5,14,2.0,10.0,5.9
2596,2596,1,695.9,26.630000000000003,36.412,11.5975,2,6.56526,0.102057,1.16444,4.36213,622.573,323.651,145.695,14.4315,2.03783,1.45211,156.447,110.729,5,3,2.0,10.0,5.9
2597,2597,1,695.9,26.630000000000003,36.412,11.5975,2,6.3624,0.047972,0.41991,5.58348,228.635,115.955,82.3856,13.7732,1.05268,0.860862,61.2206,72.2915,5,2,2.0,10.0,5.9
2598,2598,1,695.9,26.630000000000003,36.412,11.5975,2,6.3624,0.047972,0.41991,5.58348,228.635,115.955,82.3856,13.7732,1.05268,0.860862,61.2206,72.2915,5,9,2.0,10.0,5.9
2599,2599,1,695.9,26.630000000000003,36.412,11.5975,2,6.3624,0.047972,0.41991,5.58348,228.635,115.955,82.3856,13.7732,1.05268,0.860862,61.2206,72.2915,5,13,2.0,10.0,5.9
2600,2600,1,695.9,26.630000000000003,36.412,11.5975,2,6.3624,0.047972,0.41991,5.58348,228.635,115.955,82.3856,13.7732,1.05268,0.860862,61.2206,72.2915,5,14,2.0,10.0,5.9
2601,2601,1,695.9,26.630000000000003,36.412,11.5975,2,6.3624,0.047972,0.41991,5.58348,228.635,115.955,82.3856,13.7732,1.05268,0.860862,61.2206,72.2915,5,3,2.0,10.0,5.9
2602,2602,1,695.9,26.630000000000003,36.412,11.5975,2,6.02775,0.025172,0.258181,5.94301,261.812,142.427,65.5305,14.763,0.908804,0.543084,41.8289,59.7669,5,2,2.0,10.0,5.9
2603,2603,1,695.9,26.630000000000003,36.412,11.5975,2,6.02775,0.025172,0.258181,5.94301,261.812,142.427,65.5305,14.763,0.908804,0.543084,41.8289,59.7669,5,9,2.0,10.0,5.9
2604,2604,1,695.9,26.630000000000003,36.412,11.5975,2,6.02775,0.025172,0.258181,5.94301,261.812,142.427,65.5305,14.763,0.908804,0.543084,41.8289,59.7669,5,13,2.0,10.0,5.9
2605,2605,1,695.9,26.630000000000003,36.412,11.5975,2,6.02775,0.025172,0.258181,5.94301,261.812,142.427,65.5305,14.763,0.908804,0.543084,41.8289,59.7669,5,14,2.0,10.0,5.9
2606,2606,1,695.9,26.630000000000003,36.412,11.5975,2,6.02775,0.025172,0.258181,5.94301,261.812,142.427,65.5305,14.763,0.908804,0.543084,41.8289,59.7669,5,3,2.0,10.0,5.9
2607,2607,1,695.9,26.630000000000003,36.412,11.5975,2,6.11746,0.176988,1.46081,4.80017,643.921,733.832,163.161,33.2012,1.83859,1.36724,68.1096,105.578,5,2,2.0,10.0,5.9
2608,2608,1,695.9,26.630000000000003,36.412,11.5975,2,6.11746,0.176988,1.46081,4.80017,643.921,733.832,163.161,33.2012,1.83859,1.36724,68.1096,105.578,5,9,2.0,10.0,5.9
2609,2609,1,695.9,26.630000000000003,36.412,11.5975,2,6.11746,0.176988,1.46081,4.80017,643.921,733.832,163.161,33.2012,1.83859,1.36724,68.1096,105.578,5,13,2.0,10.0,5.9
2610,2610,1,695.9,26.630000000000003,36.412,11.5975,2,6.11746,0.176988,1.46081,4.80017,643.921,733.832,163.161,33.2012,1.83859,1.36724,68.1096,105.578,5,14,2.0,10.0,5.9
2611,2611,1,695.9,26.630000000000003,36.412,11.5975,2,6.11746,0.176988,1.46081,4.80017,643.921,733.832,163.161,33.2012,1.83859,1.36724,68.1096,105.578,5,3,2.0,10.0,5.9
